"NDVIchange","Climatezone","Mining","Tempchange","Precipitation","GDP","Popdensity"
0.31899,"Dwa","very low",2.28887,453.5,841.18,64.99847
0.03635,"Bwk","low",2.57825,190.21,0,0.19673
0.02717,"Bwk","low",2.48417,193.15,0,0.19673
0.03198,"Bsk","low",2.39659,209.93,0,0.20235
0.06656,"Bsk","low",2.37841,228.41,0.23,0.78811
0.07055,"Bsk","very low",2.4395,236.04,0.27,0.75567
0.0887,"Bsk","very low",2.47316,251.77,0,0.70055
0.14648,"Bsk","very low",2.38295,276.74,5.23,0.71875
0.12101,"Bsk","very low",2.25378,291.75,8.81,0.82551
0.16041,"Bsk","medium",2.1059,305.44,7.69,3.17266
0.17034,"Bsk","medium",1.97355,315.41,20.31,4.0492
0.24923,"Bsk","high",1.81277,347.95,24.04,1.52088
0.195,"Dwb","high",1.67958,380.12,0.61,0.60011
0.31887,"Dwb","high",1.56966,414.26,260.21,14.7281
0.44117,"Dwb","high",1.46692,462.83,2.46,15.90926
0.43206,"Dwc","very low",1.42843,490.46,82.58,6.80457
0.35519,"Dwb","very low",1.53207,452.14,390.18,33.85191
0.33569,"Dwb","very low",1.51277,450.8,332.65,25.97301
0.19869,"Bsk","very low",1.54944,414.62,128.37,11.84411
0.20625,"Bsk","very low",1.53372,401.06,44.49,10.85906
0.25762,"Bsk","medium",1.56413,383.9,213.73,10.14413
0.22064,"Bsk","very low",1.57891,380.03,265.23,25.31575
0.31808,"Bsk","very low",1.60355,388.07,593.97,50.75555
0.29948,"Dwa","very low",1.73478,411.59,495.19,48.92799
0.3513,"Dwa","very low",1.90757,445.79,1347.6,84.1229
0.0723,"Bsk","low",2.45201,203.64,0.49,0.19942
0.14764,"Bsk","very low",2.34597,289.8,31.43,0.70953
0.18658,"Bsk","very low",2.26192,305.55,8.14,0.6916
0.17044,"Bsk","very low",2.16634,308.32,12.85,1.01396
0.16169,"Bsk","very low",2.08763,299.02,33.82,1.4901
0.12953,"Bsk","medium",1.99869,303.86,2.86,0.77099
0.14275,"Dwb","high",1.87576,339.25,14,1.34233
0.20792,"Dwb","high",1.79717,376.4,0,0.60307
0.27202,"Dwb","high",1.7963,400.41,4.55,2.8516
0.343,"Dwb","high",1.79075,442.55,122.65,2.94091
0.41493,"Dwb","high",1.78468,476.52,0,2.41796
0.4413,"Dwc","very low",1.75064,497.42,0,14.10937
0.33656,"Dwb","very low",1.75882,458.53,63.89,6.66367
0.26319,"Dwb","medium",1.65202,446.2,134.1,10.01406
0.28319,"Dwa","medium",1.5711,419.03,831.51,58.16744
0.2867,"Bsk","medium",1.55101,392.26,154.93,24.39028
0.21165,"Bsk","medium",1.55924,387.11,306.51,18.85842
0.22738,"Bsk","very low",1.57972,392.92,221.34,15.33368
0.37551,"Dwa","very low",1.72685,438.98,661.34,46.22078
0.23255,"Dwc","very low",2.12008,323.38,5.43,0.68497
0.24534,"Dwc","very low",2.04188,327.41,4.18,0.95258
0.17453,"Bsk","medium",2.00029,313.64,0,1.02959
0.11079,"Bsk","medium",1.98663,302.83,16.74,0.49782
0.14344,"Bsk","medium",1.923,335.94,23.7,6.34588
0.21375,"Bsk","medium",1.96159,355.75,0,12.98424
0.27821,"Dwb","high",2.02933,390.38,7.43,0.65493
0.33816,"Dwb","high",2.12431,415.87,13.87,1.69828
0.39709,"Dwb","high",2.12286,453.12,2.11,4.69439
0.42359,"Dwb","high",2.01007,487.29,0.44,3.12591
0.41831,"Dwb","medium",1.87016,490.99,44.67,5.73053
0.35855,"Dwb","medium",1.73837,476.72,106.98,8.19422
0.36116,"Dwa","medium",1.63406,445.63,33.18,22.11209
0.36456,"Dwa","medium",1.59255,413.57,1049.83,23.22054
0.26945,"Dwa","very low",1.60282,401.28,154.7,24.49194
0.14191,"Bsk","medium",1.9569,306.06,0.53,0.65513
0.19592,"Bsk","medium",1.95735,331.14,563.82,7.39905
0.22891,"Dwb","medium",2.04378,358.32,0,2.72663
0.24666,"Bsk","medium",2.21888,376.46,0.2,0.51163
0.30589,"Dwb","medium",2.36792,405.85,1.19,0.90248
0.31429,"Dwb","medium",2.40284,438.29,27.31,4.05477
0.3418,"Dwb","medium",2.21982,472.56,525.09,19.3221
0.41007,"Dwb","medium",1.96947,496.48,196.55,23.13508
0.42367,"Dwb","medium",1.80998,488.76,3.53,4.62678
0.39187,"Dwb","very low",1.68932,468.4,0,13.75083
0.33143,"Dwa","very low",1.64225,438.05,1227.57,46.52435
0.31623,"Dwa","very low",1.65868,422.08,177.47,78.7695
0.30219,"Bsk","medium",1.9267,314.4,8.23,1.58616
0.34162,"Bsk","medium",1.91924,353.66,9.6,0.83537
0.2821,"Dwb","medium",2.04467,376.61,0.48,0.52073
0.29853,"Dwb","medium",2.22583,401.01,38.22,0.85077
0.29586,"Dwb","medium",2.41939,422.21,10.09,0.77313
0.29725,"Dwb","medium",2.49002,448.37,128.65,8.46329
0.35839,"Dwb","medium",2.30357,475.73,46.92,10.62223
0.43657,"Dwc","medium",2.01008,507.07,1.7,21.56856
0.44426,"Dwb","very low",1.82912,501.54,137.52,5.51751
0.40721,"Dwb","very low",1.6815,497.21,390.88,13.47346
0.41129,"Dwb","very low",1.62727,478.85,424.83,51.15128
0.39879,"Dwa","very low",1.66271,454.53,599.98,55.45741
0.37353,"Bsk","medium",1.91695,349.69,3.55,0.81422
0.31622,"Dwb","medium",2.01917,376.95,0.14,0.41221
0.31097,"Dwb","medium",2.16388,401.87,0,0.47356
0.35423,"Dwb","medium",2.29289,437.4,11.31,0.93844
0.41772,"Dwc","medium",2.31324,478.86,30.9,2.26687
0.43476,"Dwc","medium",2.18399,510.78,11.57,1.40502
0.46467,"Dwc","very low",1.96539,532.74,20.43,2.43088
0.44342,"Dwb","very low",1.74986,543.05,282.93,6.89771
0.43049,"Dwb","very low",1.58085,548.46,19.3,18.95401
0.40399,"Dwb","very low",1.54309,529.78,169.41,31.49905
0.35503,"Dwb","medium",2.05341,407.71,0,0.09899
0.37672,"Dwb","medium",2.09348,441.08,14.64,1.16125
0.45152,"Dwc","medium",2.10209,489.54,3.7,1.01573
0.5057,"Dwc","medium",1.9976,545.7,3.39,0.34065
0.47881,"Dwc","medium",1.82518,577.83,3.72,0.29788
0.44892,"Dwb","very low",1.65168,576.6,23.25,1.43952
0.43355,"Dwb","very low",1.47188,581.78,67.95,10.48973
0.42543,"Dwb","very low",1.46726,553.86,349.42,24.39968
0.411,"Dwa","very low",1.54799,527.41,128.06,147.81627
0.44239,"Dwa","very low",1.62223,508.87,182.48,15.14187
0.41543,"Dwa","very low",1.68468,490.01,54.78,12.01917
0.48264,"Dwc","very low",1.6748,616.76,105.28,1.77467
0.46158,"Dwc","very low",1.54593,612.72,27.4,5.66383
0.44779,"Dwb","very low",1.37186,614.75,200.92,12.54968
0.4253,"Dwb","very low",1.34188,598.72,93.31,23.00585
0.43326,"Dwb","very low",1.46175,555.14,164,16.1487
0.48079,"Dwa","very low",1.5551,523.69,1281.55,49.67427
0.47959,"Dwc","very low",1.56776,637.3,137.11,15.26561
0.4589,"Dwc","very low",1.40419,664.25,0.34,4.91613
0.44862,"Dwb","very low",1.34534,630.64,16.86,4.73363
0.433,"Dwb","very low",1.33768,604.99,140.53,5.13033
0.43345,"Dwb","very low",1.40342,575.89,396.18,27.98145
0.46659,"Dwa","very low",1.5091,539.15,355.14,56.79266
0.27077,"Bsk","very low",2.13999,314.09,0,1.62796
0.5092,"Dwc","very low",1.49438,564.27,0,0.31516
0.47979,"Dwc","very low",1.43419,631.95,0,7.35537
0.4561,"Dwc","very low",1.31234,672.45,0.49,5.64582
0.44893,"Dwb","very low",1.32301,634.41,48.82,2.05119
0.43425,"Dwb","very low",1.28281,629.51,54.73,5.10752
0.44509,"Dwb","very low",1.36036,588.8,617.82,47.31601
0.34171,"Bsk","very low",2.1929,328.76,0,0.22206
0.31817,"Bsk","very low",2.08693,318.52,0,0.6497
0.30823,"Bsk","very low",1.95156,335.61,0,0.36829
0.2501,"Bsk","very low",1.85442,354.94,14.91,1.52537
0.39876,"Dwb","very low",1.53094,443.6,0,2.70826
0.40213,"Dwb","very low",1.4475,483.77,1.2,1.37903
0.45984,"Dwc","very low",1.40361,542.21,0,0.80945
0.49357,"Dwc","medium",1.32989,608.36,0,0.01742
0.46317,"Dwc","medium",1.23657,661.06,0,2.89605
0.44389,"Dwc","very low",1.25349,647.64,76.54,2.41099
0.43342,"Dwb","very low",1.25238,639.32,8.73,0.25606
0.43572,"Dwb","very low",1.30754,606.83,192.19,21.84962
0.35414,"Bsk","very low",2.24683,334.67,11.15,0.83251
0.34128,"Bsk","very low",2.1234,327.41,14.59,1.63914
0.29643,"Bsk","very low",2.0105,334.82,0.85,1.35105
0.3057,"Bsk","very low",1.93551,350.63,3.94,2.38301
0.29021,"Bsk","very low",1.824,381.86,0.14,2.51057
0.32316,"Dwb","very low",1.63203,426.49,0,2.83592
0.39248,"Dwb","medium",1.47417,466.42,30.61,1.77004
0.38455,"Dwc","medium",1.36284,515.13,43.34,0.65875
0.46111,"Dwc","medium",1.2791,569.93,0,1.1658
0.46901,"Dwc","medium",1.20693,628.42,0,0.83025
0.44793,"Dwc","very low",1.22261,645.23,108.94,7.36286
0.43451,"Dwc","very low",1.2722,633.04,0.71,4.01403
0.42885,"Dwb","very low",1.27221,625.4,298,17.90466
0.45671,"Dwb","very low",1.32756,602.59,1316.28,130.29031
0.35858,"Bsk","very low",2.10991,338.09,111.92,3.56758
0.16785,"Bsk","very low",2.06186,325.2,1.86,1.64016
0.30481,"Dwb","very low",1.98781,342.54,5.2,1.72294
0.32605,"Dwb","very low",1.85634,370.83,34.45,1.42083
0.38975,"Dwb","very low",1.65069,413.14,19.78,2.39345
0.45566,"Dwc","medium",1.45641,452.77,20.3,4.42821
0.44631,"Dwb","medium",1.31584,488.98,222.07,13.98279
0.49685,"Dwc","medium",1.19818,546.43,0,0.76277
0.47854,"Dwc","medium",1.14867,607.74,0.12,2.54486
0.4566,"Dwc","very low",1.19699,644.41,3.41,8.50957
0.43346,"Dwc","very low",1.30884,634.8,24.91,6.2459
0.43063,"Dwc","very low",1.30182,638.66,64.79,10.59638
0.44324,"Dwb","very low",1.31619,621.89,267.95,23.21696
0.4831,"Dwb","very low",1.32428,606.97,628.21,77.99943
0.39214,"Dwb","very low",1.99688,358.06,0,1.58168
0.33196,"Dwb","very low",2.00026,345.25,0,2.25342
0.19056,"Dwb","very low",1.984,338.26,0.38,0.58966
0.29703,"Dwb","very low",1.82359,368.53,16.18,1.80937
0.33571,"Dwb","medium",1.61909,402.52,30.85,1.29691
0.41797,"Dwb","medium",1.42055,434.06,4.64,9.3955
0.41804,"Dwb","medium",1.25273,466.76,492.12,21.40328
0.48546,"Dwc","medium",1.11432,521.11,5.1,19.72017
0.48664,"Dwc","very low",1.10193,574.95,130.72,8.63237
0.47305,"Dwc","very low",1.21022,614.77,4.66,7.19656
0.44787,"Dwc","very low",1.32247,636.21,107.43,5.51839
0.42319,"Dwc","very low",1.34782,638.63,16.43,3.54829
0.4258,"Dwb","very low",1.33624,631.51,12.67,9.26313
0.49226,"Dwb","very low",1.29312,616.39,370.87,24.03759
0.47851,"Dwb","very low",1.17264,608.36,457.8,53.56783
0.41041,"Dwc","very low",1.72152,378.88,0,0.0018
0.38282,"Dwc","very low",1.82344,365.82,1072.2,86.29342
0.36842,"Dwb","low",1.88439,349.35,679.77,96.35268
0.32375,"Dwb","very low",1.73522,371.62,20.5,2.70177
0.41165,"Dwb","medium",1.54651,402.14,0,1.17636
0.41724,"Dwb","medium",1.37369,425.19,255.34,20.10631
0.43994,"Dwb","low",1.20597,454.59,2086.06,197.39528
0.49777,"Dwc","medium",1.07029,496.34,1665.18,99.18471
0.49655,"Dwc","very low",1.06794,544.99,97.26,20.60396
0.47675,"Dwc","very low",1.15266,600.95,2.39,3.07108
0.45498,"Dwc","very low",1.26946,626.82,0,0.88081
0.43481,"Dwc","very low",1.30505,643.64,1.36,1.75376
0.42435,"Dwc","very low",1.32435,633.82,0.51,5.55071
0.43891,"Dwb","very low",1.26681,621.41,69.27,10.47355
0.4606,"Dwb","very low",1.08733,618.69,178.99,20.04082
0.46048,"Dwc","medium",1.45399,415.39,0,1.16639
0.50824,"Dwb","medium",1.33263,433.05,17.9,0.67665
0.49025,"Dwc","medium",1.19511,466.89,16.5,3.61696
0.51042,"Dwc","medium",1.07886,506.78,13.55,1.05395
0.48467,"Dwc","very low",1.06446,544.93,181.67,9.59546
0.46625,"Dwc","very low",1.10676,592.44,72.68,13.41869
0.44028,"Dwc","very low",1.17641,622.54,0,4.26274
0.4396,"Dwc","very low",1.24226,626.44,0.02,2.84309
0.4238,"Dwc","very low",1.23631,632.68,22.24,1.0465
0.43943,"Dwb","very low",1.16895,624.98,86.02,3.34897
0.46091,"Dwb","very low",0.97804,620.86,177.59,8.69678
0.45595,"Dwb","very low",0.79409,607.54,175.51,23.43897
0.49969,"Dwc","medium",1.35327,436.05,8.61,0.37662
0.52698,"Dwc","medium",1.27464,471.15,221.14,9.41434
0.4974,"Dwc","medium",1.16507,511.56,0.97,1.00022
0.47004,"Dwc","very low",1.0823,557.28,19.76,4.897
0.44647,"Dwc","very low",1.04352,604.18,121.86,7.27841
0.43805,"Dwc","very low",1.04915,634.27,0,2.038
0.43178,"Dwc","very low",1.09096,631.47,0,0
0.4284,"Dwc","very low",1.08253,624.46,0,2.43375
0.43542,"Dwb","very low",0.99796,617.14,13.72,3.94109
0.47748,"Dwb","very low",0.84412,608.12,690.57,40.36208
0.48423,"Dwb","very low",0.68499,602.01,180.04,15.4277
0.5092,"Dwc","very low",1.39067,454.1,4.46,0.82176
0.50418,"Dwc","very low",1.34601,473.51,104.92,15.02247
0.49103,"Dwc","very low",1.25502,500.86,31.09,5.00101
0.47097,"Dwc","very low",1.10821,556.19,0.87,7.29756
0.44706,"Dwc","very low",1.00262,605.51,76.45,5.73925
0.44147,"Dwc","very low",1.00654,607.89,0.17,4.01302
0.43446,"Dwc","very low",0.96109,620.54,45.9,2.19068
0.43241,"Dwc","very low",0.89826,620.22,11.55,3.60038
0.43049,"Dwc","very low",0.79191,615.26,7.75,0.9213
0.4627,"Dwb","very low",0.65672,607.66,38.97,30.18794
0.45772,"Dwb","very low",0.55011,600.53,26.52,8.642
0.48132,"Dwc","very low",1.40965,481.65,11.08,2.08485
0.45927,"Dwc","very low",1.3169,501.61,3.45,2.89472
0.454,"Dwc","very low",1.21404,526.4,0.04,4.96656
0.45676,"Dwc","very low",1.11206,551.15,390.78,9.85531
0.45289,"Dwc","very low",0.9732,596.58,52.2,8.08233
0.43669,"Dwc","very low",0.88783,616.69,62.85,4.8238
0.43505,"Dwc","very low",0.80743,623.96,195.51,3.12032
0.42298,"Dwc","very low",0.71045,624.41,194.13,5.3316
0.41646,"Dwc","very low",0.6002,612.22,1254.03,99.5446
0.44451,"Dwc","very low",0.45975,607.6,0.39,0.96836
0.44777,"Dwb","very low",0.35735,600.62,0.38,0.40897
0.44764,"Dwc","very low",1.3102,524.92,0,1.019
0.43281,"Dwc","very low",1.16512,556.18,264.14,2.56754
0.44946,"Dwc","very low",1.04043,580.32,0.99,17.78638
0.46224,"Dwc","very low",0.92081,602.25,0.57,8.23942
0.4451,"Dwc","very low",0.77801,631.19,0,3.29609
0.43342,"Dwc","very low",0.69639,623.66,1.34,4.4335
0.42193,"Dwc","very low",0.57078,623.51,0.38,10.96333
0.41821,"Dwc","very low",0.41968,619.38,123.48,12.4176
0.43034,"Dwc","very low",0.27307,605.81,0,0
0.44197,"Dwc","very low",0.14919,601.16,10.12,0.89519
0.45013,"Dwc","very low",1.40725,521.94,0.45,2.36216
0.44317,"Dwc","very low",1.22117,550.62,0.4,1.6192
0.44678,"Dwc","very low",1.05581,579.8,87.64,6.41222
0.45259,"Dwc","very low",0.884,615.3,0.79,1.35021
0.44481,"Dwc","very low",0.75267,626.43,0.01,0.9767
0.43046,"Dwc","very low",0.62134,631.97,0.01,3.78304
0.42798,"Dwc","very low",0.47622,630.05,0.02,3.79408
0.42708,"Dwc","very low",0.32015,618.24,87.89,10.71924
0.4282,"Dwc","very low",0.11206,607.61,0,0
0.43216,"Dwc","very low",-0.06006,594.16,0,0
0.43651,"Dwc","very low",-0.12264,587.01,10.8,0.87756
0.4346,"Dwc","very low",1.46354,524.37,0,0.38299
0.43554,"Dwc","very low",1.29967,538.1,0.23,1.25535
0.44542,"Dwc","very low",1.093,577.98,81.94,1.37208
0.45031,"Dwc","very low",0.94307,602.89,0.66,5.50282
0.44661,"Dwc","very low",0.77292,635.45,0,0.00099
0.45476,"Dwc","very low",0.03015,593.08,0,0
0.43878,"Dwc","very low",-0.19398,571.32,0.16,0.00742
0.42651,"Dwc","very low",1.30301,537.32,0,3.39684
0.44482,"Dwc","very low",1.14667,565.96,0,0
0.44614,"Dwc","very low",1.06336,586.22,65.82,7.3383
0.43193,"Dwc","very low",1.15279,555.13,0,0.03452
0.44109,"Dwc","very low",1.18783,572.57,0,1.54685
0.41677,"Dwc","very low",1.04344,518.24,0,0.41329
0.41666,"Dwc","very low",0.84146,537.34,0,0.21439
0.42063,"Dwc","very low",0.39879,511.51,0.02,0.55999
