"NDVIchange","Climatezone","Mining","Tempchange","Precipitation","GDP","Popdensity"
0.28868,"Dwb","very low","(1.71,2.07]","(312,402]","(177,588]","(40.6,971]"
0.32846,"Dwb","very low","(1.71,2.07]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.33393,"Dwa","very low","(2.07,3.22]","(402,492]","(588,1.66e+04]","(40.6,971]"
-0.02119,"Bwk","very low","[-0.393,0.311]","[42.5,133]","[0,0.25]","[0,0.23]"
-0.01967,"Bwk","very low","[-0.393,0.311]","[42.5,133]","[0,0.25]","[0,0.23]"
-0.01938,"Bwk","very low","[-0.393,0.311]","[42.5,133]","[0,0.25]","[0,0.23]"
-0.01903,"Bwk","very low","(0.311,0.661]","[42.5,133]","[0,0.25]","[0,0.23]"
-0.02042,"Bwk","very low","(0.311,0.661]","[42.5,133]","(3.42,14.6]","(0.23,0.9]"
-0.01793,"Bwk","very low","(0.311,0.661]","[42.5,133]","(3.42,14.6]","(0.9,2.02]"
0.02454,"Bwk","very low","(0.661,1.01]","[42.5,133]","(61,177]","(0.9,2.02]"
-0.01225,"Bwk","very low","(0.661,1.01]","[42.5,133]","[0,0.25]","(0.9,2.02]"
-0.01875,"Bwk","very low","(0.661,1.01]","[42.5,133]","[0,0.25]","(0.23,0.9]"
-0.01867,"Bwk","very low","(0.311,0.661]","[42.5,133]","[0,0.25]","(2.02,5.25]"
-0.01707,"Bwk","very low","(1.36,1.71]","(133,222]","(3.42,14.6]","(0.9,2.02]"
0.00749,"Bwk","very low","(1.71,2.07]","(133,222]","[0,0.25]","(0.23,0.9]"
0.0087,"Bwk","very low","(1.71,2.07]","(133,222]","[0,0.25]","(0.23,0.9]"
0.01488,"Bwk","very low","(1.71,2.07]","(133,222]","(14.6,61]","(0.23,0.9]"
-0.00236,"Bwk","very low","(1.71,2.07]","(133,222]","(0.25,3.42]","(0.23,0.9]"
0.00292,"Bwk","very low","(1.71,2.07]","(133,222]","[0,0.25]","[0,0.23]"
-0.00671,"Bsk","very low","(1.71,2.07]","(133,222]","[0,0.25]","(2.02,5.25]"
0.00105,"Bsk","very low","(1.71,2.07]","(133,222]","[0,0.25]","(5.25,14.8]"
-0.02518,"Bsk","very low","(1.71,2.07]","(133,222]","(61,177]","(2.02,5.25]"
-0.02291,"Bsk","very low","(1.71,2.07]","(222,312]","(0.25,3.42]","(2.02,5.25]"
0.017,"Bsk","very low","(1.71,2.07]","(222,312]","(3.42,14.6]","(2.02,5.25]"
0.08029,"Bsk","very low","(1.71,2.07]","(222,312]","(61,177]","(2.02,5.25]"
0.16481,"Bsk","very low","(1.71,2.07]","(312,402]","(177,588]","(14.8,40.6]"
0.18376,"Bsk","very low","(1.71,2.07]","(312,402]","(61,177]","(5.25,14.8]"
0.20802,"Dwb","very low","(1.71,2.07]","(312,402]","(177,588]","(5.25,14.8]"
0.28444,"Dwb","very low","(1.71,2.07]","(312,402]","(177,588]","(14.8,40.6]"
0.30009,"Dwb","very low","(1.36,1.71]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.24636,"Bsk","very low","(1.71,2.07]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.31953,"Dwa","very low","(2.07,3.22]","(402,492]","(177,588]","(40.6,971]"
-0.02067,"Bwk","very low","[-0.393,0.311]","[42.5,133]","(0.25,3.42]","[0,0.23]"
-0.02087,"Bwk","very low","[-0.393,0.311]","[42.5,133]","(3.42,14.6]","(0.23,0.9]"
-0.01719,"Bwk","very low","(0.311,0.661]","[42.5,133]","[0,0.25]","[0,0.23]"
-0.0128,"Bwk","very low","(0.311,0.661]","[42.5,133]","[0,0.25]","[0,0.23]"
-0.01499,"Bwk","very low","(0.311,0.661]","[42.5,133]","(0.25,3.42]","[0,0.23]"
-0.01785,"Bwk","very low","(0.661,1.01]","[42.5,133]","(0.25,3.42]","(0.23,0.9]"
-0.01683,"Bwk","very low","(0.661,1.01]","[42.5,133]","(14.6,61]","(0.23,0.9]"
-0.00756,"Bwk","very low","(0.661,1.01]","[42.5,133]","[0,0.25]","(0.23,0.9]"
0.00148,"Bwk","very low","(1.71,2.07]","(133,222]","(0.25,3.42]","(0.23,0.9]"
0.00994,"Bwk","very low","(1.71,2.07]","(133,222]","(3.42,14.6]","(0.23,0.9]"
-0.00872,"Bwk","very low","(1.71,2.07]","(133,222]","[0,0.25]","[0,0.23]"
0.00014,"Bwk","very low","(1.71,2.07]","(133,222]","[0,0.25]","(5.25,14.8]"
0.00601,"Bsk","very low","(1.71,2.07]","(133,222]","(177,588]","(5.25,14.8]"
-0.0014,"Bsk","very low","(1.71,2.07]","(133,222]","(3.42,14.6]","(0.9,2.02]"
-0.01507,"Bsk","very low","(1.71,2.07]","(133,222]","(3.42,14.6]","(0.23,0.9]"
0.03499,"Bsk","very low","(1.71,2.07]","(222,312]","(3.42,14.6]","(0.9,2.02]"
0.10084,"Bsk","very low","(2.07,3.22]","(222,312]","(61,177]","(2.02,5.25]"
0.11633,"Bsk","very low","(2.07,3.22]","(312,402]","[0,0.25]","(2.02,5.25]"
0.15652,"Bsk","very low","(2.07,3.22]","(312,402]","(14.6,61]","(2.02,5.25]"
0.20803,"Dwb","very low","(1.71,2.07]","(312,402]","(14.6,61]","(5.25,14.8]"
0.1846,"Dwb","very low","(1.71,2.07]","(312,402]","(14.6,61]","(2.02,5.25]"
0.32379,"Dwb","very low","(1.36,1.71]","(402,492]","(14.6,61]","(2.02,5.25]"
0.42554,"Dwc","very low","(1.01,1.36]","(402,492]","(14.6,61]","(5.25,14.8]"
0.38864,"Dwc","very low","(0.661,1.01]","(402,492]","(177,588]","(14.8,40.6]"
0.26897,"Dwb","very low","(0.661,1.01]","(402,492]","(177,588]","(14.8,40.6]"
0.23695,"Bsk","very low","(1.36,1.71]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.2846,"Bsk","very low","(1.71,2.07]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.26254,"Dwa","very low","(2.07,3.22]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.28645,"Dwa","very low","(2.07,3.22]","(402,492]","(177,588]","(40.6,971]"
0.38102,"Bsk","very low","(1.71,2.07]","(402,492]","(588,1.66e+04]","(40.6,971]"
-0.01875,"Bwk","very low","[-0.393,0.311]","[42.5,133]","(0.25,3.42]","[0,0.23]"
-0.01878,"Bwk","very low","(0.311,0.661]","[42.5,133]","(3.42,14.6]","(0.23,0.9]"
-0.01661,"Bwk","very low","(0.311,0.661]","[42.5,133]","(3.42,14.6]","(0.9,2.02]"
-0.01361,"Bwk","very low","(0.311,0.661]","[42.5,133]","(3.42,14.6]","(0.9,2.02]"
0.04359,"Bwk","very low","(2.07,3.22]","(133,222]","(0.25,3.42]","(0.23,0.9]"
0.01365,"Bwk","very low","(2.07,3.22]","(133,222]","(3.42,14.6]","(0.23,0.9]"
0.01929,"Bwk","very low","(2.07,3.22]","(133,222]","[0,0.25]","(0.9,2.02]"
0.02228,"Bsk","very low","(2.07,3.22]","(133,222]","(0.25,3.42]","(2.02,5.25]"
0.00736,"Bsk","very low","(2.07,3.22]","(133,222]","(61,177]","(0.9,2.02]"
0.01101,"Bsk","very low","(2.07,3.22]","(133,222]","(3.42,14.6]","(0.23,0.9]"
0.04435,"Bsk","low","(2.07,3.22]","(222,312]","(3.42,14.6]","(0.9,2.02]"
0.06767,"Bsk","low","(2.07,3.22]","(222,312]","(3.42,14.6]","(0.9,2.02]"
0.09491,"Bsk","low","(2.07,3.22]","(222,312]","(3.42,14.6]","(0.9,2.02]"
0.13786,"Bsk","very low","(2.07,3.22]","(312,402]","(14.6,61]","(2.02,5.25]"
0.18911,"Dwb","very low","(1.71,2.07]","(312,402]","(61,177]","(2.02,5.25]"
0.21821,"Dwb","very low","(1.71,2.07]","(312,402]","(61,177]","(5.25,14.8]"
0.24907,"Dwb","very low","(1.36,1.71]","(312,402]","(61,177]","(2.02,5.25]"
0.34407,"Dwb","very low","(1.01,1.36]","(402,492]","[0,0.25]","(14.8,40.6]"
0.34208,"Dwb","very low","(1.01,1.36]","(402,492]","(61,177]","(14.8,40.6]"
0.27122,"Dwb","very low","(0.661,1.01]","(402,492]","(177,588]","(14.8,40.6]"
0.22197,"Bsk","very low","(1.01,1.36]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.13442,"Bsk","very low","(1.36,1.71]","(312,402]","(177,588]","(14.8,40.6]"
0.19422,"Bsk","very low","(1.36,1.71]","(312,402]","(177,588]","(14.8,40.6]"
0.23197,"Bsk","very low","(1.36,1.71]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.2835,"Dwa","very low","(1.01,1.36]","(402,492]","(177,588]","(40.6,971]"
0.26525,"Dwa","very low","(1.36,1.71]","(402,492]","(61,177]","(14.8,40.6]"
0.26995,"Dwa","very low","(1.71,2.07]","(402,492]","(588,1.66e+04]","(40.6,971]"
-0.01418,"Bwk","very low","(0.311,0.661]","[42.5,133]","(0.25,3.42]","[0,0.23]"
-0.00516,"Bwk","very low","(2.07,3.22]","(133,222]","(177,588]","(14.8,40.6]"
0.02367,"Bwk","very low","(2.07,3.22]","(133,222]","(0.25,3.42]","(0.9,2.02]"
0.0157,"Bsk","very low","(2.07,3.22]","(133,222]","(0.25,3.42]","(0.9,2.02]"
0.02322,"Bsk","low","(2.07,3.22]","(133,222]","(0.25,3.42]","(2.02,5.25]"
0.04258,"Bsk","low","(2.07,3.22]","(222,312]","(0.25,3.42]","(0.9,2.02]"
0.0882,"Bsk","low","(2.07,3.22]","(222,312]","(0.25,3.42]","(0.9,2.02]"
0.14329,"Bsk","very low","(2.07,3.22]","(222,312]","(14.6,61]","(0.23,0.9]"
0.15478,"Bsk","very low","(2.07,3.22]","(312,402]","(3.42,14.6]","(0.9,2.02]"
0.24393,"Dwb","very low","(1.71,2.07]","(312,402]","(3.42,14.6]","(0.9,2.02]"
0.2675,"Dwb","medium","(1.71,2.07]","(312,402]","(3.42,14.6]","(0.9,2.02]"
0.36954,"Dwb","very low","(1.36,1.71]","(312,402]","(14.6,61]","(2.02,5.25]"
0.38748,"Dwb","very low","(1.01,1.36]","(402,492]","(177,588]","(14.8,40.6]"
0.28083,"Dwb","very low","(1.01,1.36]","(312,402]","(177,588]","(14.8,40.6]"
0.23227,"Bsk","very low","(1.01,1.36]","(312,402]","(61,177]","(14.8,40.6]"
0.15703,"Bsk","very low","(1.01,1.36]","(312,402]","(61,177]","(14.8,40.6]"
0.14045,"Bsk","very low","(1.01,1.36]","(312,402]","(61,177]","(14.8,40.6]"
0.10608,"Bsk","very low","(1.01,1.36]","(312,402]","(14.6,61]","(5.25,14.8]"
0.13535,"Bsk","very low","(1.01,1.36]","(402,492]","(61,177]","(40.6,971]"
0.18099,"Bsk","very low","(1.01,1.36]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.14781,"Dwa","very low","(1.01,1.36]","(402,492]","(61,177]","(14.8,40.6]"
0.15454,"Dwa","very low","(1.71,2.07]","(402,492]","(61,177]","(14.8,40.6]"
0.25655,"Dwa","very low","(2.07,3.22]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.36077,"Dwa","very low","(2.07,3.22]","(402,492]","(177,588]","(40.6,971]"
0.01921,"Bwk","low","(2.07,3.22]","(133,222]","(0.25,3.42]","(5.25,14.8]"
0.0061,"Bwk","low","(2.07,3.22]","(133,222]","(3.42,14.6]","(0.23,0.9]"
-0.00161,"Bsk","low","(2.07,3.22]","(133,222]","(3.42,14.6]","(0.23,0.9]"
0.00378,"Bsk","low","(2.07,3.22]","(133,222]","(61,177]","(2.02,5.25]"
0.02598,"Bsk","low","(2.07,3.22]","(222,312]","[0,0.25]","(2.02,5.25]"
0.07909,"Bsk","very low","(2.07,3.22]","(222,312]","[0,0.25]","(2.02,5.25]"
0.19035,"Bsk","very low","(2.07,3.22]","(222,312]","(177,588]","(5.25,14.8]"
0.20439,"Bsk","medium","(2.07,3.22]","(312,402]","(14.6,61]","(14.8,40.6]"
0.21796,"Bsk","medium","(1.71,2.07]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.30511,"Dwb","medium","(1.71,2.07]","(312,402]","[0,0.25]","(0.9,2.02]"
0.39026,"Dwb","very low","(1.36,1.71]","(402,492]","(0.25,3.42]","(2.02,5.25]"
0.4518,"Dwc","very low","(1.01,1.36]","(402,492]","(177,588]","(5.25,14.8]"
0.29549,"Dwb","very low","(1.01,1.36]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.24917,"Dwb","very low","(1.01,1.36]","(402,492]","(588,1.66e+04]","(14.8,40.6]"
0.22528,"Dwb","very low","(1.01,1.36]","(402,492]","(177,588]","(5.25,14.8]"
0.1899,"Bsk","very low","(1.01,1.36]","(402,492]","(177,588]","(14.8,40.6]"
0.18698,"Bsk","very low","(1.01,1.36]","(312,402]","(177,588]","(14.8,40.6]"
0.29266,"Bsk","very low","(1.01,1.36]","(312,402]","(177,588]","(14.8,40.6]"
0.29561,"Bsk","very low","(1.36,1.71]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.29674,"Bsk","very low","(1.36,1.71]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.28176,"Bsk","very low","(1.71,2.07]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.19475,"Dwa","very low","(2.07,3.22]","(402,492]","(61,177]","(14.8,40.6]"
0.27363,"Dwa","very low","(2.07,3.22]","(402,492]","(177,588]","(14.8,40.6]"
0.39377,"Dwa","very low","(2.07,3.22]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.0189,"Bwk","low","(2.07,3.22]","(133,222]","(14.6,61]","[0,0.23]"
0.00967,"Bwk","low","(2.07,3.22]","(133,222]","[0,0.25]","[0,0.23]"
0.04473,"Bsk","low","(2.07,3.22]","(133,222]","(0.25,3.42]","(0.23,0.9]"
0.04615,"Bsk","low","(2.07,3.22]","(133,222]","(0.25,3.42]","(0.23,0.9]"
0.05006,"Bsk","low","(2.07,3.22]","(133,222]","(14.6,61]","(0.9,2.02]"
0.05698,"Bsk","very low","(2.07,3.22]","(222,312]","[0,0.25]","(0.23,0.9]"
0.09412,"Bsk","very low","(2.07,3.22]","(222,312]","(3.42,14.6]","(0.9,2.02]"
0.17094,"Bsk","very low","(2.07,3.22]","(222,312]","(3.42,14.6]","(5.25,14.8]"
0.16412,"Bsk","medium","(2.07,3.22]","(312,402]","(14.6,61]","(14.8,40.6]"
0.23283,"Bsk","medium","(1.71,2.07]","(312,402]","(177,588]","(14.8,40.6]"
0.3059,"Dwb","medium","(1.71,2.07]","(312,402]","(14.6,61]","(0.9,2.02]"
0.30766,"Dwb","high","(1.36,1.71]","(312,402]","[0,0.25]","(0.9,2.02]"
0.3753,"Dwc","very low","(1.36,1.71]","(402,492]","(61,177]","(5.25,14.8]"
0.36223,"Dwb","very low","(1.01,1.36]","(402,492]","(177,588]","(14.8,40.6]"
0.31849,"Dwb","very low","(1.01,1.36]","(402,492]","(61,177]","(5.25,14.8]"
0.34932,"Dwb","very low","(1.01,1.36]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.2701,"Bsk","very low","(1.01,1.36]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.19261,"Bsk","very low","(1.36,1.71]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.20557,"Bsk","very low","(1.36,1.71]","(312,402]","(61,177]","(5.25,14.8]"
0.24795,"Bsk","very low","(1.36,1.71]","(312,402]","(177,588]","(40.6,971]"
0.32236,"Bsk","very low","(1.36,1.71]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.33063,"Bsk","very low","(1.36,1.71]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.35631,"Dwa","very low","(1.71,2.07]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.31899,"Dwa","very low","(2.07,3.22]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.03635,"Bwk","low","(2.07,3.22]","(133,222]","[0,0.25]","[0,0.23]"
0.02717,"Bwk","low","(2.07,3.22]","(133,222]","[0,0.25]","[0,0.23]"
0.03198,"Bsk","low","(2.07,3.22]","(133,222]","[0,0.25]","[0,0.23]"
0.06656,"Bsk","low","(2.07,3.22]","(222,312]","[0,0.25]","(0.23,0.9]"
0.07055,"Bsk","very low","(2.07,3.22]","(222,312]","(0.25,3.42]","(0.23,0.9]"
0.0887,"Bsk","very low","(2.07,3.22]","(222,312]","[0,0.25]","(0.23,0.9]"
0.14648,"Bsk","very low","(2.07,3.22]","(222,312]","(3.42,14.6]","(0.23,0.9]"
0.12101,"Bsk","very low","(2.07,3.22]","(222,312]","(3.42,14.6]","(0.23,0.9]"
0.16041,"Bsk","medium","(2.07,3.22]","(222,312]","(3.42,14.6]","(2.02,5.25]"
0.17034,"Bsk","medium","(1.71,2.07]","(312,402]","(14.6,61]","(2.02,5.25]"
0.24923,"Bsk","high","(1.71,2.07]","(312,402]","(14.6,61]","(0.9,2.02]"
0.195,"Dwb","high","(1.36,1.71]","(312,402]","(0.25,3.42]","(0.23,0.9]"
0.31887,"Dwb","high","(1.36,1.71]","(402,492]","(177,588]","(5.25,14.8]"
0.44117,"Dwb","high","(1.36,1.71]","(402,492]","(0.25,3.42]","(14.8,40.6]"
0.43206,"Dwc","very low","(1.36,1.71]","(402,492]","(61,177]","(5.25,14.8]"
0.35519,"Dwb","very low","(1.36,1.71]","(402,492]","(177,588]","(14.8,40.6]"
0.33569,"Dwb","very low","(1.36,1.71]","(402,492]","(177,588]","(14.8,40.6]"
0.19869,"Bsk","very low","(1.36,1.71]","(402,492]","(61,177]","(5.25,14.8]"
0.20625,"Bsk","very low","(1.36,1.71]","(312,402]","(14.6,61]","(5.25,14.8]"
0.25762,"Bsk","medium","(1.36,1.71]","(312,402]","(177,588]","(5.25,14.8]"
0.22064,"Bsk","very low","(1.36,1.71]","(312,402]","(177,588]","(14.8,40.6]"
0.31808,"Bsk","very low","(1.36,1.71]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.29948,"Dwa","very low","(1.71,2.07]","(402,492]","(177,588]","(40.6,971]"
0.3513,"Dwa","very low","(1.71,2.07]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.0723,"Bsk","low","(2.07,3.22]","(133,222]","(0.25,3.42]","[0,0.23]"
0.14764,"Bsk","very low","(2.07,3.22]","(222,312]","(14.6,61]","(0.23,0.9]"
0.18658,"Bsk","very low","(2.07,3.22]","(222,312]","(3.42,14.6]","(0.23,0.9]"
0.17044,"Bsk","very low","(2.07,3.22]","(222,312]","(3.42,14.6]","(0.9,2.02]"
0.16169,"Bsk","very low","(2.07,3.22]","(222,312]","(14.6,61]","(0.9,2.02]"
0.12953,"Bsk","medium","(1.71,2.07]","(222,312]","(0.25,3.42]","(0.23,0.9]"
0.14275,"Dwb","high","(1.71,2.07]","(312,402]","(3.42,14.6]","(0.9,2.02]"
0.20792,"Dwb","high","(1.71,2.07]","(312,402]","[0,0.25]","(0.23,0.9]"
0.27202,"Dwb","high","(1.71,2.07]","(312,402]","(3.42,14.6]","(2.02,5.25]"
0.343,"Dwb","high","(1.71,2.07]","(402,492]","(61,177]","(2.02,5.25]"
0.41493,"Dwb","high","(1.71,2.07]","(402,492]","[0,0.25]","(2.02,5.25]"
0.4413,"Dwc","very low","(1.71,2.07]","(492,582]","[0,0.25]","(5.25,14.8]"
0.33656,"Dwb","very low","(1.71,2.07]","(402,492]","(61,177]","(5.25,14.8]"
0.26319,"Dwb","medium","(1.36,1.71]","(402,492]","(61,177]","(5.25,14.8]"
0.28319,"Dwa","medium","(1.36,1.71]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.2867,"Bsk","medium","(1.36,1.71]","(312,402]","(61,177]","(14.8,40.6]"
0.21165,"Bsk","medium","(1.36,1.71]","(312,402]","(177,588]","(14.8,40.6]"
0.22738,"Bsk","very low","(1.36,1.71]","(312,402]","(177,588]","(14.8,40.6]"
0.37551,"Dwa","very low","(1.71,2.07]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.23255,"Dwc","very low","(2.07,3.22]","(312,402]","(3.42,14.6]","(0.23,0.9]"
0.24534,"Dwc","very low","(1.71,2.07]","(312,402]","(3.42,14.6]","(0.9,2.02]"
0.17453,"Bsk","medium","(1.71,2.07]","(312,402]","[0,0.25]","(0.9,2.02]"
0.11079,"Bsk","medium","(1.71,2.07]","(222,312]","(14.6,61]","(0.23,0.9]"
0.14344,"Bsk","medium","(1.71,2.07]","(312,402]","(14.6,61]","(5.25,14.8]"
0.21375,"Bsk","medium","(1.71,2.07]","(312,402]","[0,0.25]","(5.25,14.8]"
0.27821,"Dwb","high","(1.71,2.07]","(312,402]","(3.42,14.6]","(0.23,0.9]"
0.33816,"Dwb","high","(2.07,3.22]","(402,492]","(3.42,14.6]","(0.9,2.02]"
0.39709,"Dwb","high","(2.07,3.22]","(402,492]","(0.25,3.42]","(2.02,5.25]"
0.42359,"Dwb","high","(1.71,2.07]","(402,492]","(0.25,3.42]","(2.02,5.25]"
0.41831,"Dwb","medium","(1.71,2.07]","(402,492]","(14.6,61]","(5.25,14.8]"
0.35855,"Dwb","medium","(1.71,2.07]","(402,492]","(61,177]","(5.25,14.8]"
0.36116,"Dwa","medium","(1.36,1.71]","(402,492]","(14.6,61]","(14.8,40.6]"
0.36456,"Dwa","medium","(1.36,1.71]","(402,492]","(588,1.66e+04]","(14.8,40.6]"
0.26945,"Dwa","very low","(1.36,1.71]","(312,402]","(61,177]","(14.8,40.6]"
0.14191,"Bsk","medium","(1.71,2.07]","(222,312]","(0.25,3.42]","(0.23,0.9]"
0.19592,"Bsk","medium","(1.71,2.07]","(312,402]","(177,588]","(5.25,14.8]"
0.22891,"Dwb","medium","(1.71,2.07]","(312,402]","[0,0.25]","(2.02,5.25]"
0.24666,"Bsk","medium","(2.07,3.22]","(312,402]","[0,0.25]","(0.23,0.9]"
0.30589,"Dwb","medium","(2.07,3.22]","(402,492]","(0.25,3.42]","(0.9,2.02]"
0.31429,"Dwb","medium","(2.07,3.22]","(402,492]","(14.6,61]","(2.02,5.25]"
0.3418,"Dwb","medium","(2.07,3.22]","(402,492]","(177,588]","(14.8,40.6]"
0.41007,"Dwb","medium","(1.71,2.07]","(492,582]","(177,588]","(14.8,40.6]"
0.42367,"Dwb","medium","(1.71,2.07]","(402,492]","(3.42,14.6]","(2.02,5.25]"
0.39187,"Dwb","very low","(1.36,1.71]","(402,492]","[0,0.25]","(5.25,14.8]"
0.33143,"Dwa","very low","(1.36,1.71]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.31623,"Dwa","very low","(1.36,1.71]","(402,492]","(177,588]","(40.6,971]"
0.30219,"Bsk","medium","(1.71,2.07]","(312,402]","(3.42,14.6]","(0.9,2.02]"
0.34162,"Bsk","medium","(1.71,2.07]","(312,402]","(3.42,14.6]","(0.23,0.9]"
0.2821,"Dwb","medium","(1.71,2.07]","(312,402]","(0.25,3.42]","(0.23,0.9]"
0.29853,"Dwb","medium","(2.07,3.22]","(312,402]","(14.6,61]","(0.23,0.9]"
0.29586,"Dwb","medium","(2.07,3.22]","(402,492]","(3.42,14.6]","(0.23,0.9]"
0.29725,"Dwb","medium","(2.07,3.22]","(402,492]","(61,177]","(5.25,14.8]"
0.35839,"Dwb","medium","(2.07,3.22]","(402,492]","(14.6,61]","(5.25,14.8]"
0.43657,"Dwc","medium","(1.71,2.07]","(492,582]","(0.25,3.42]","(14.8,40.6]"
0.44426,"Dwb","very low","(1.71,2.07]","(492,582]","(61,177]","(5.25,14.8]"
0.40721,"Dwb","very low","(1.36,1.71]","(492,582]","(177,588]","(5.25,14.8]"
0.41129,"Dwb","very low","(1.36,1.71]","(402,492]","(177,588]","(40.6,971]"
0.39879,"Dwa","very low","(1.36,1.71]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.37353,"Bsk","medium","(1.71,2.07]","(312,402]","(3.42,14.6]","(0.23,0.9]"
0.31622,"Dwb","medium","(1.71,2.07]","(312,402]","[0,0.25]","(0.23,0.9]"
0.31097,"Dwb","medium","(2.07,3.22]","(312,402]","[0,0.25]","(0.23,0.9]"
0.35423,"Dwb","medium","(2.07,3.22]","(402,492]","(3.42,14.6]","(0.9,2.02]"
0.41772,"Dwc","medium","(2.07,3.22]","(402,492]","(14.6,61]","(2.02,5.25]"
0.43476,"Dwc","medium","(2.07,3.22]","(492,582]","(3.42,14.6]","(0.9,2.02]"
0.46467,"Dwc","very low","(1.71,2.07]","(492,582]","(14.6,61]","(2.02,5.25]"
0.44342,"Dwb","very low","(1.71,2.07]","(492,582]","(177,588]","(5.25,14.8]"
0.43049,"Dwb","very low","(1.36,1.71]","(492,582]","(14.6,61]","(14.8,40.6]"
0.40399,"Dwb","very low","(1.36,1.71]","(492,582]","(61,177]","(14.8,40.6]"
0.35503,"Dwb","medium","(1.71,2.07]","(402,492]","[0,0.25]","[0,0.23]"
0.37672,"Dwb","medium","(2.07,3.22]","(402,492]","(14.6,61]","(0.9,2.02]"
0.45152,"Dwc","medium","(2.07,3.22]","(402,492]","(3.42,14.6]","(0.9,2.02]"
0.5057,"Dwc","medium","(1.71,2.07]","(492,582]","(0.25,3.42]","(0.23,0.9]"
0.47881,"Dwc","medium","(1.71,2.07]","(492,582]","(3.42,14.6]","(0.23,0.9]"
0.44892,"Dwb","very low","(1.36,1.71]","(492,582]","(14.6,61]","(0.9,2.02]"
0.43355,"Dwb","very low","(1.36,1.71]","(492,582]","(61,177]","(5.25,14.8]"
0.42543,"Dwb","very low","(1.36,1.71]","(492,582]","(177,588]","(14.8,40.6]"
0.411,"Dwa","very low","(1.36,1.71]","(492,582]","(61,177]","(40.6,971]"
0.44239,"Dwa","very low","(1.36,1.71]","(492,582]","(177,588]","(14.8,40.6]"
0.41543,"Dwa","very low","(1.36,1.71]","(402,492]","(14.6,61]","(5.25,14.8]"
0.48264,"Dwc","very low","(1.36,1.71]","(582,672]","(61,177]","(0.9,2.02]"
0.46158,"Dwc","very low","(1.36,1.71]","(582,672]","(14.6,61]","(5.25,14.8]"
0.44779,"Dwb","very low","(1.36,1.71]","(582,672]","(177,588]","(5.25,14.8]"
0.4253,"Dwb","very low","(1.01,1.36]","(582,672]","(61,177]","(14.8,40.6]"
0.43326,"Dwb","very low","(1.36,1.71]","(492,582]","(61,177]","(14.8,40.6]"
0.48079,"Dwa","very low","(1.36,1.71]","(492,582]","(588,1.66e+04]","(40.6,971]"
0.47959,"Dwc","very low","(1.36,1.71]","(582,672]","(61,177]","(14.8,40.6]"
0.4589,"Dwc","very low","(1.36,1.71]","(582,672]","(0.25,3.42]","(2.02,5.25]"
0.44862,"Dwb","very low","(1.01,1.36]","(582,672]","(14.6,61]","(2.02,5.25]"
0.433,"Dwb","very low","(1.01,1.36]","(582,672]","(61,177]","(2.02,5.25]"
0.43345,"Dwb","very low","(1.36,1.71]","(492,582]","(177,588]","(14.8,40.6]"
0.46659,"Dwa","very low","(1.36,1.71]","(492,582]","(177,588]","(40.6,971]"
0.27077,"Bsk","very low","(2.07,3.22]","(312,402]","[0,0.25]","(0.9,2.02]"
0.5092,"Dwc","very low","(1.36,1.71]","(492,582]","[0,0.25]","(0.23,0.9]"
0.47979,"Dwc","very low","(1.36,1.71]","(582,672]","[0,0.25]","(5.25,14.8]"
0.4561,"Dwc","very low","(1.01,1.36]","(582,672]","(0.25,3.42]","(5.25,14.8]"
0.44893,"Dwb","very low","(1.01,1.36]","(582,672]","(14.6,61]","(2.02,5.25]"
0.43425,"Dwb","very low","(1.01,1.36]","(582,672]","(14.6,61]","(2.02,5.25]"
0.44509,"Dwb","very low","(1.01,1.36]","(582,672]","(588,1.66e+04]","(40.6,971]"
0.34171,"Bsk","very low","(2.07,3.22]","(312,402]","[0,0.25]","[0,0.23]"
