"block_id","col","row","x_km","y_km","gamma_a","gamma_b","gamma","stage"
356,36,9,355,85,0.377976180132352,0.573550969933787,0.475763575033069,"MR"
357,37,9,365,85,0.229593926836756,0.640580030529017,0.435086978682887,"MR"
358,38,9,375,85,0.166303579978585,0.674399500581741,0.420351540280163,"MR"
359,39,9,385,85,0.057991243874807,0.496293603365302,0.277142423620055,"IR"
360,40,9,395,85,0.0547771195041328,0.464414724776412,0.259595922140273,"IR"
361,1,10,5,95,0.55197126469378,0.558540105310938,0.555255685002359,"MR"
362,2,10,15,95,0.57253744229097,0.569830042020692,0.571183742155831,"MR"
363,3,10,25,95,0.619286121454516,0.617934658408821,0.618610389931668,"NR"
364,4,10,35,95,0.552114893006112,0.602207710797779,0.577161301901945,"MR"
365,5,10,45,95,0.475511746435105,0.566552022038468,0.521031884236786,"MR"
366,6,10,55,95,0.411555099508717,0.598488794600733,0.505021947054725,"MR"
367,7,10,65,95,0.333524966454577,0.659050568030582,0.49628776724258,"MR"
368,8,10,75,95,0.294208983438185,0.606639249385701,0.450424116411943,"MR"
369,9,10,85,95,0.295772338307246,0.610015439548132,0.452893888927689,"MR"
370,10,10,95,95,0.391604813163163,0.709578200964068,0.550591507063616,"MR"
371,11,10,105,95,0.399040753492792,0.667433217292871,0.533236985392831,"MR"
372,12,10,115,95,0.397538903402859,0.579182771521101,0.48836083746198,"MR"
373,13,10,125,95,0.35322156422802,0.502973582008641,0.42809757311833,"MR"
374,14,10,135,95,0.228374404501904,0.472207605693601,0.350291005097753,"MR"
375,15,10,145,95,0.151041770388692,0.474938951420442,0.312990360904567,"MR"
376,16,10,155,95,0.088733151684253,0.370374907234627,0.22955402945944,"IR"
377,17,10,165,95,0.0475997391574766,0.296636606749238,0.172118172953357,"IR"
378,18,10,175,95,0.0326990604110214,0.261328502648964,0.147013781529993,"IR"
379,19,10,185,95,0.0296192640369395,0.325834510311011,0.177726887173975,"IR"
380,20,10,195,95,0.0255754306236976,0.314234162366522,0.16990479649511,"IR"
381,21,10,205,95,0.0237925844893729,0.314531399578801,0.169161992034087,"IR"
382,22,10,215,95,0.0529906221889424,0.266672271555685,0.159831446872314,"IR"
383,23,10,225,95,0.0500422528484742,0.410839309805792,0.230440781327133,"IR"
384,24,10,235,95,0.146609647970442,0.541949780491802,0.344279714231122,"MR"
385,25,10,245,95,0.298610160725594,0.603071146728168,0.450840653726881,"MR"
386,26,10,255,95,0.333378537548066,0.5595581413338,0.446468339440933,"MR"
387,27,10,265,95,0.472564696757953,0.504784492796506,0.488674594777229,"MR"
388,28,10,275,95,0.441826461312212,0.614782100394576,0.528304280853394,"MR"
389,29,10,285,95,0.52710928317986,0.5908749516958,0.55899211743783,"MR"
390,30,10,295,95,0.609367445234347,0.515683126956117,0.562525286095232,"NR"
391,31,10,305,95,0.725021553490758,0.548372922079282,0.63669723778502,"NR"
392,32,10,315,95,0.689236237821651,0.557154172340595,0.623195205081123,"NR"
393,33,10,325,95,0.665051627616467,0.691487424328787,0.678269525972627,"NR"
394,34,10,335,95,0.557594712981827,0.702438788744928,0.630016750863378,"MR"
395,35,10,345,95,0.490379514964011,0.725458405344764,0.607918960154387,"MR"
396,36,10,355,95,0.373519521767633,0.661642454050561,0.517580987909097,"MR"
397,37,10,365,95,0.253083299792513,0.633819904389889,0.443451602091201,"MR"
398,38,10,375,95,0.172941744198083,0.648732993190385,0.410837368694234,"MR"
399,39,10,385,95,0.0917230694019216,0.492478502498946,0.292100785950434,"IR"
400,40,10,395,95,0.0388503697012888,0.39381657085773,0.21633347027951,"IR"
401,1,11,5,105,0.529836278606556,0.526400224461214,0.528118251533885,"MR"
402,2,11,15,105,0.56026698453515,0.609402252418805,0.584834618476977,"MR"
403,3,11,25,105,0.517817089823946,0.54941530600971,0.533616197916828,"MR"
404,4,11,35,105,0.485117665779351,0.550338391871357,0.517728028825354,"MR"
405,5,11,45,105,0.418398474138275,0.587112789186456,0.502755631662365,"MR"
406,6,11,55,105,0.284700948059738,0.615916970738269,0.450308959399004,"MR"
407,7,11,65,105,0.225611060533607,0.645401382984259,0.435506221758933,"MR"
408,8,11,75,105,0.182554748140291,0.613507291223141,0.398031019681716,"MR"
409,9,11,85,105,0.201750475176318,0.716007700905233,0.458879088040775,"MR"
410,10,11,95,105,0.287280705368733,0.676716840038059,0.481998772703396,"MR"
411,11,11,105,105,0.406023835030189,0.664996128814549,0.535509981922369,"MR"
412,12,11,115,105,0.332975948256286,0.593662755515713,0.463319351885999,"MR"
413,13,11,125,105,0.286004173082981,0.569915686933714,0.427959930008348,"MR"
414,14,11,135,105,0.187961797895481,0.624096403774553,0.406029100835017,"MR"
415,15,11,145,105,0.144602249987181,0.508264953360215,0.326433601673698,"MR"
416,16,11,155,105,0.0904500168139387,0.370116494853174,0.230283255833556,"IR"
417,17,11,165,105,0.0683069298509877,0.311531000324434,0.189918965087711,"IR"
418,18,11,175,105,0.0609188255531741,0.320184391633247,0.19055160859321,"IR"
419,19,11,185,105,0.0503802783430517,0.293036314638867,0.171708296490959,"IR"
420,20,11,195,105,0.0263271031775781,0.358492643170876,0.192409873174227,"IR"
421,21,11,205,105,0.0296566775232502,0.334836671948751,0.182246674736001,"IR"
422,22,11,215,105,0.043271986870487,0.332932941060443,0.188102463965465,"IR"
423,23,11,225,105,0.0983986324652951,0.379638123475035,0.239018377970165,"MR"
424,24,11,235,105,0.12606405683715,0.556208338847896,0.341136197842523,"MR"
425,25,11,245,105,0.218968197149275,0.54403773289817,0.381502965023723,"MR"
426,26,11,255,105,0.310294587143525,0.594920069135227,0.452607328139376,"MR"
427,27,11,265,105,0.405507288270422,0.630129312194533,0.517818300232477,"MR"
428,28,11,275,105,0.469370272328311,0.606776548522777,0.538073410425544,"MR"
429,29,11,285,105,0.527926340753745,0.675016012679942,0.601471176716843,"MR"
430,30,11,295,105,0.60113529114252,0.68186915604866,0.64150222359559,"NR"
431,31,11,305,105,0.630344554589956,0.696005650094659,0.663175102342307,"NR"
432,32,11,315,105,0.653919375161307,0.701534280871134,0.67772682801622,"NR"
433,33,11,325,105,0.603952162444436,0.662661844375234,0.633307003409835,"NR"
434,34,11,335,105,0.481580353969884,0.678364242887603,0.579972298428744,"MR"
435,35,11,345,105,0.532639086538388,0.742061415317357,0.637350250927873,"MR"
436,36,11,355,105,0.435414932963441,0.6652005690437,0.550307751003571,"MR"
437,37,11,365,105,0.325838718361911,0.646952296014543,0.486395507188227,"MR"
438,38,11,375,105,0.20057535571451,0.622063964771441,0.411319660242976,"MR"
439,39,11,385,105,0.136573220530209,0.499550074638589,0.318061647584399,"MR"
440,40,11,395,105,0.0854485366477732,0.428804076104391,0.257126306376082,"IR"
441,1,12,5,115,0.485267936409572,0.49705897651869,0.491163456464131,"MR"
442,2,12,15,115,0.53874693314734,0.557037720641526,0.547892326894433,"MR"
443,3,12,25,115,0.503214015843978,0.527262197958608,0.515238106901293,"MR"
444,4,12,35,115,0.412241383063524,0.564333511356249,0.488287447209886,"MR"
445,5,12,45,115,0.338281804927942,0.569829482770341,0.454055643849141,"MR"
446,6,12,55,115,0.240658909601274,0.649315327831024,0.444987118716149,"MR"
447,7,12,65,115,0.136968037738767,0.565529918442236,0.351248978090502,"MR"
448,8,12,75,115,0.0967670733307484,0.528862177518117,0.312814625424433,"MR"
449,9,12,85,115,0.163285601787657,0.659914228720567,0.411599915254112,"MR"
450,10,12,95,115,0.262094315161973,0.673316234518646,0.467705274840309,"MR"
451,11,12,105,115,0.278020863420506,0.68188412236093,0.479952492890718,"MR"
452,12,12,115,115,0.347643009109858,0.681056546825495,0.514349777967676,"MR"
453,13,12,125,115,0.311643995749991,0.641341758713109,0.47649287723155,"MR"
454,14,12,135,115,0.177884480577467,0.629316964009943,0.403600722293705,"MR"
455,15,12,145,115,0.186026865655695,0.59004010124967,0.388033483452682,"MR"
456,16,12,155,115,0.0875476536759148,0.463531261030985,0.27553945735345,"IR"
457,17,12,165,115,0.0944474110398062,0.406026555505147,0.250236983272477,"MR"
458,18,12,175,115,0.0896691644487529,0.39041963194264,0.240044398195697,"IR"
459,19,12,185,115,0.0539255025347371,0.36691740754009,0.210421455037413,"IR"
460,20,12,195,115,0.0674477691640482,0.329968845826373,0.198708307495211,"IR"
461,21,12,205,115,0.0706590181545379,0.311382840245543,0.191020929200041,"IR"
462,22,12,215,115,0.0695178311934429,0.38827625865591,0.228897044924677,"IR"
463,23,12,225,115,0.116811622625625,0.485992531312357,0.301402076968991,"MR"
464,24,12,235,115,0.132118674551516,0.481264060873044,0.30669136771228,"MR"
465,25,12,245,115,0.243128113730386,0.550304800201771,0.396716456966078,"MR"
466,26,12,255,115,0.391133455364907,0.58509878586618,0.488116120615543,"MR"
467,27,12,265,115,0.43345486507937,0.57987573440759,0.50666529974348,"MR"
468,28,12,275,115,0.486977715119961,0.636879664173083,0.561928689646522,"MR"
469,29,12,285,115,0.572124787252941,0.61772041526631,0.594922601259626,"MR"
470,30,12,295,115,0.567687287850381,0.678791055256008,0.623239171553195,"MR"
471,31,12,305,115,0.600926014286273,0.711115940213802,0.656020977250037,"NR"
472,32,12,315,115,0.631063904448538,0.725695160528197,0.678379532488368,"NR"
473,33,12,325,115,0.541768574049181,0.778963864231071,0.660366219140126,"MR"
474,34,12,335,115,0.47890680206684,0.69098257196015,0.584944687013495,"MR"
475,35,12,345,115,0.49833071860226,0.715881907178187,0.607106312890224,"MR"
476,36,12,355,115,0.413880322404702,0.656404463678545,0.535142393041624,"MR"
477,37,12,365,115,0.290723614423521,0.616136410152348,0.453430012287935,"MR"
478,38,12,375,115,0.253137426423775,0.638184698538676,0.445661062481226,"MR"
479,39,12,385,115,0.26585129890851,0.586189416632046,0.426020357770278,"MR"
480,40,12,395,115,0.18100589241128,0.635277369156312,0.408141630783796,"MR"
481,1,13,5,125,0.568945414681021,0.536617049683205,0.552781232182113,"MR"
482,2,13,15,125,0.522324981772067,0.558185153948416,0.540255067860242,"MR"
483,3,13,25,125,0.501521904601258,0.57802549328658,0.539773698943919,"MR"
484,4,13,35,125,0.389696538139193,0.589736282501058,0.489716410320126,"MR"
485,5,13,45,125,0.278926000824851,0.583630296693294,0.431278148759073,"MR"
486,6,13,55,125,0.118012119107473,0.532422044310502,0.325217081708987,"MR"
487,7,13,65,125,0.1205413869367,0.583413082911534,0.351977234924117,"MR"
488,8,13,75,125,0.0825023794407747,0.428645300694281,0.255573840067528,"IR"
489,9,13,85,125,0.161443911342918,0.630497579257347,0.395970745300133,"MR"
490,10,13,95,125,0.113557962836706,0.597000064381101,0.355279013608904,"MR"
491,11,13,105,125,0.183293080691534,0.697687368366146,0.44049022452884,"MR"
492,12,13,115,125,0.201408853421544,0.697432995107977,0.44942092426476,"MR"
493,13,13,125,125,0.210431430764271,0.703967862430711,0.457199646597491,"MR"
494,14,13,135,125,0.26641659655602,0.669044150667666,0.467730373611843,"MR"
495,15,13,145,125,0.138467733823464,0.585891140306271,0.362179437064868,"MR"
496,16,13,155,125,0.236561020098593,0.655604992893466,0.446083006496029,"MR"
497,17,13,165,125,0.154510394310727,0.6304571199313,0.392483757121013,"MR"
498,18,13,175,125,0.161192543746567,0.60595741023011,0.383574976988339,"MR"
499,19,13,185,125,0.104533791956502,0.483363864759536,0.293948828358019,"MR"
500,20,13,195,125,0.143404228214435,0.540141852365623,0.341773040290029,"MR"
501,21,13,205,125,0.146128372350038,0.50464337641927,0.325385874384654,"MR"
502,22,13,215,125,0.213892597638493,0.577985074768266,0.39593883620338,"MR"
503,23,13,225,125,0.270123165961965,0.622769807846976,0.44644648690447,"MR"
504,24,13,235,125,0.322033026485025,0.56315377885604,0.442593402670532,"MR"
505,25,13,245,125,0.331234989092314,0.564615670675857,0.447925329884086,"MR"
506,26,13,255,125,0.470391313666942,0.563055219852255,0.516723266759598,"MR"
507,27,13,265,125,0.524035255920274,0.66281536469637,0.593425310308322,"MR"
508,28,13,275,125,0.549684893548141,0.613168459657239,0.58142667660269,"MR"
509,29,13,285,125,0.573284044678819,0.717801305323584,0.645542675001201,"MR"
510,30,13,295,125,0.533131886935457,0.682476185246232,0.607804036090845,"MR"
511,31,13,305,125,0.563550922243764,0.719117531152812,0.641334226698288,"MR"
512,32,13,315,125,0.582912393086668,0.736466959787886,0.659689676437277,"NR"
513,33,13,325,125,0.548549775752176,0.789804137145685,0.66917695644893,"MR"
514,34,13,335,125,0.446644242659725,0.723757204172757,0.585200723416241,"MR"
515,35,13,345,125,0.452656671594635,0.707403067370282,0.580029869482459,"MR"
516,36,13,355,125,0.37797911528493,0.685928529973943,0.531953822629437,"MR"
517,37,13,365,125,0.307353057351533,0.581134776090237,0.444243916720885,"MR"
518,38,13,375,125,0.376413087786141,0.60374866096941,0.490080874377775,"MR"
519,39,13,385,125,0.461912361072989,0.674838760990188,0.568375561031589,"MR"
520,40,13,395,125,0.419791403869032,0.6864848132714,0.553138108570216,"MR"
521,1,14,5,135,0.592031535819189,0.527936319318817,0.559983927569003,"NR"
522,2,14,15,135,0.542265818934652,0.511587372131407,0.52692659553303,"MR"
523,3,14,25,135,0.422809454686891,0.605075539414311,0.513942497050601,"MR"
524,4,14,35,135,0.37563009671829,0.626222268176983,0.500926182447637,"MR"
525,5,14,45,135,0.193160302463752,0.589776560270363,0.391468431367058,"MR"
526,6,14,55,135,0.173075287317407,0.560073986497586,0.366574636907496,"MR"
527,7,14,65,135,0.0537865441963551,0.337544770750772,0.195665657473564,"IR"
528,8,14,75,135,0.0392352258234557,0.405626684647542,0.222430955235499,"IR"
529,9,14,85,135,0.0647608102141557,0.481194813910502,0.272977812062329,"IR"
530,10,14,95,135,0.0790995822497253,0.52331581902013,0.301207700634928,"IR"
531,11,14,105,135,0.114404407764795,0.548208007932011,0.331306207848403,"MR"
532,12,14,115,135,0.133900581054606,0.581438274461522,0.357669427758064,"MR"
533,13,14,125,135,0.110218746691054,0.570939883444841,0.340579315067948,"MR"
534,14,14,135,135,0.18275117470707,0.61708372765988,0.399917451183475,"MR"
535,15,14,145,135,0.243316804380318,0.608235057449784,0.425775930915051,"MR"
536,16,14,155,135,0.30725737813603,0.63545307954003,0.47135522883803,"MR"
537,17,14,165,135,0.329289746536049,0.671059954361459,0.500174850448754,"MR"
538,18,14,175,135,0.419214558726898,0.680914140380383,0.550064349553641,"MR"
539,19,14,185,135,0.400440495016116,0.683865277967096,0.542152886491606,"MR"
540,20,14,195,135,0.462709464026523,0.622712717139551,0.542711090583037,"MR"
541,21,14,205,135,0.439348838630375,0.570070170469769,0.504709504550072,"MR"
542,22,14,215,135,0.409871967335587,0.56300000881623,0.486435988075909,"MR"
543,23,14,225,135,0.448255957666068,0.579770657010093,0.514013307338081,"MR"
544,24,14,235,135,0.425970460164816,0.545065318760383,0.4855178894626,"MR"
545,25,14,245,135,0.458623158763743,0.572700458120847,0.515661808442295,"MR"
546,26,14,255,135,0.575859256043374,0.543026504733181,0.559442880388278,"NR"
547,27,14,265,135,0.509832227391426,0.61442937661135,0.562130802001388,"MR"
548,28,14,275,135,0.600036441980888,0.543878090959048,0.571957266469968,"NR"
549,29,14,285,135,0.564403799891061,0.608624125536588,0.586513962713824,"MR"
550,30,14,295,135,0.609453183145601,0.630624698650705,0.620038940898153,"NR"
551,31,14,305,135,0.57744899778975,0.748680688921499,0.663064843355624,"NR"
552,32,14,315,135,0.543058443123122,0.752867516249616,0.647962979686369,"MR"
553,33,14,325,135,0.420207304967072,0.745731388060758,0.582969346513915,"MR"
554,34,14,335,135,0.336996606948302,0.743609009359073,0.540302808153688,"MR"
555,35,14,345,135,0.319403523716514,0.640369514689417,0.479886519202966,"MR"
556,36,14,355,135,0.344826119539781,0.665131655484314,0.504978887512048,"MR"
557,37,14,365,135,0.33275745725575,0.618308607243265,0.475533032249507,"MR"
558,38,14,375,135,0.442005059419568,0.614970759415601,0.528487909417585,"MR"
559,39,14,385,135,0.553366064973421,0.616791765562809,0.585078915268115,"MR"
560,40,14,395,135,0.590755342461292,0.639396368941279,0.615075855701285,"NR"
561,1,15,5,145,0.547067671172288,0.571096527807331,0.55908209948981,"MR"
562,2,15,15,145,0.490417112194743,0.669141657354177,0.57977938477446,"MR"
563,3,15,25,145,0.42247946055452,0.568215131012815,0.495347295783667,"MR"
564,4,15,35,145,0.309432206592128,0.489316615135813,0.39937441086397,"MR"
565,5,15,45,145,0.221355069515654,0.552735855843656,0.387045462679655,"MR"
566,6,15,55,145,0.0808314766945389,0.399682083016494,0.240256779855517,"IR"
567,7,15,65,145,0.0718265419168395,0.318371016179522,0.195098779048181,"IR"
568,8,15,75,145,0.0410082481308929,0.308302761119517,0.174655504625205,"IR"
569,9,15,85,145,0.0433165823096924,0.351750173644739,0.197533377977216,"IR"
570,10,15,95,145,0.0569834856947864,0.359457865440605,0.208220675567696,"IR"
571,11,15,105,145,0.0568214669279444,0.41479911283692,0.235810289882432,"IR"
572,12,15,115,145,0.0797275951901493,0.392454268315669,0.236090931752909,"IR"
573,13,15,125,145,0.0860620989921677,0.464702398527362,0.275382248759765,"IR"
574,14,15,135,145,0.166040417966613,0.568051030151872,0.367045724059242,"MR"
575,15,15,145,145,0.305616062582475,0.611782682198462,0.458699372390469,"MR"
576,16,15,155,145,0.353276058332736,0.632736674957487,0.493006366645111,"MR"
577,17,15,165,145,0.513337369483857,0.650493677808969,0.581915523646413,"MR"
578,18,15,175,145,0.59425754692225,0.728961621395268,0.661609584158759,"NR"
579,19,15,185,145,0.58503748046465,0.743729566378169,0.66438352342141,"NR"
580,20,15,195,145,0.607045936256232,0.644874473836902,0.625960205046567,"NR"
581,21,15,205,145,0.628908030651416,0.561476320598168,0.595192175624792,"NR"
582,22,15,215,145,0.629977839541095,0.629013461309762,0.629495650425428,"NR"
583,23,15,225,145,0.624491428991215,0.49225551685007,0.558373472920642,"NR"
584,24,15,235,145,0.568365246299707,0.545608418543691,0.556986832421699,"MR"
585,25,15,245,145,0.58270619899953,0.519992143656824,0.551349171328177,"NR"
586,26,15,255,145,0.576804856549569,0.536116127738034,0.556460492143802,"NR"
587,27,15,265,145,0.607062233501936,0.530699408077837,0.568880820789886,"NR"
588,28,15,275,145,0.653179628319375,0.541764867585691,0.597472247952533,"NR"
589,29,15,285,145,0.639526270217645,0.604173604712655,0.62184993746515,"NR"
590,30,15,295,145,0.539021133240964,0.63139685308597,0.585208993163467,"MR"
591,31,15,305,145,0.576643615917268,0.697795429079155,0.637219522498211,"NR"
592,32,15,315,145,0.520199186733794,0.673421058309861,0.596810122521827,"MR"
593,33,15,325,145,0.4162484902999,0.684866927690623,0.550557708995262,"MR"
594,34,15,335,145,0.306480141440864,0.686953164765865,0.496716653103364,"MR"
595,35,15,345,145,0.330099374346708,0.671717593308689,0.500908483827698,"MR"
596,36,15,355,145,0.378250274465693,0.602517270328192,0.490383772396943,"MR"
597,37,15,365,145,0.316363379988476,0.519343081329137,0.417853230658807,"MR"
598,38,15,375,145,0.536345131678782,0.58478201576509,0.560563573721936,"MR"
599,39,15,385,145,0.616586270069715,0.594065782063821,0.605326026066768,"NR"
600,40,15,395,145,0.653331396961705,0.537379581358308,0.595355489160007,"NR"
601,1,16,5,155,0.578130809013534,0.673176847376251,0.625653828194892,"NR"
602,2,16,15,155,0.499392389402626,0.542563415748139,0.520977902575382,"MR"
603,3,16,25,155,0.326893416316651,0.576089434214733,0.451491425265692,"MR"
604,4,16,35,155,0.219005098517857,0.558195138816306,0.388600118667082,"MR"
605,5,16,45,155,0.123461163479354,0.581281715781189,0.352371439630272,"MR"
606,6,16,55,155,0.0974619770431777,0.350876342155723,0.22416915959945,"MR"
607,7,16,65,155,0.0616132926370904,0.307097163670145,0.184355228153618,"IR"
608,8,16,75,155,0.0263009288388985,0.239556930673365,0.132928929756132,"IR"
609,9,16,85,155,0.0364486464500367,0.250104901581555,0.143276774015796,"IR"
610,10,16,95,155,0.0349650046965558,0.303753885722487,0.169359445209521,"IR"
611,11,16,105,155,0.0261058740510971,0.318104329373404,0.172105101712251,"IR"
612,12,16,115,155,0.0529431146612083,0.322696255337017,0.187819684999113,"IR"
613,13,16,125,155,0.0583490614678353,0.307185715041364,0.182767388254599,"IR"
614,14,16,135,155,0.0914619985938003,0.466770064609469,0.279116031601634,"IR"
615,15,16,145,155,0.320059090347456,0.61484787526168,0.467453482804568,"MR"
616,16,16,155,155,0.556456819569386,0.668936861101014,0.6126968403352,"MR"
617,17,16,165,155,0.617765601456015,0.689602562477406,0.65368408196671,"NR"
618,18,16,175,155,0.720056291638943,0.65491801942379,0.687487155531366,"NR"
619,19,16,185,155,0.72806254116127,0.680053764881748,0.704058153021509,"NR"
620,20,16,195,155,0.766904683791283,0.619327024902789,0.693115854347036,"NR"
621,21,16,205,155,0.735680339281875,0.600560605751757,0.668120472516816,"NR"
622,22,16,215,155,0.731711107791148,0.533363385850111,0.63253724682063,"NR"
623,23,16,225,155,0.700030025727685,0.498518340424277,0.599274183075981,"NR"
624,24,16,235,155,0.661871079667682,0.503580219697256,0.582725649682469,"NR"
625,25,16,245,155,0.68294379706372,0.472758066162295,0.577850931613007,"NR"
626,26,16,255,155,0.671470739576956,0.533258139545129,0.602364439561043,"NR"
627,27,16,265,155,0.64628597218482,0.488626162705449,0.567456067445134,"NR"
628,28,16,275,155,0.631590658699888,0.504674835783744,0.568132747241816,"NR"
629,29,16,285,155,0.645086351888435,0.579654413528339,0.612370382708387,"NR"
630,30,16,295,155,0.59643805048623,0.600752133510546,0.598595091998388,"NR"
631,31,16,305,155,0.480549655859254,0.633461645317817,0.557005650588535,"MR"
632,32,16,315,155,0.409009626599853,0.630922650090915,0.519966138345384,"MR"
633,33,16,325,155,0.361646765606165,0.58922508817298,0.475435926889572,"MR"
634,34,16,335,155,0.332898610520972,0.591470142215414,0.462184376368193,"MR"
635,35,16,345,155,0.252907426934096,0.562058969879201,0.407483198406648,"MR"
636,36,16,355,155,0.359036096728341,0.545210863301733,0.452123480015037,"MR"
637,37,16,365,155,0.448403536317066,0.540542387416097,0.494472961866582,"MR"
638,38,16,375,155,0.525251008747322,0.516941312731029,0.521096160739176,"MR"
639,39,16,385,155,0.655251378938022,0.544203001015335,0.599727189976679,"NR"
640,40,16,395,155,0.70228722985075,0.498200450762993,0.600243840306872,"NR"
641,1,17,5,165,0.564170595508682,0.646269965596048,0.605220280552365,"MR"
642,2,17,15,165,0.495234185955441,0.707337779915931,0.601285982935686,"MR"
643,3,17,25,165,0.310605383013648,0.610485507812212,0.46054544541293,"MR"
644,4,17,35,165,0.21965167021451,0.571293546405853,0.395472608310181,"MR"
645,5,17,45,165,0.189920635662182,0.587656996742602,0.388788816202392,"MR"
646,6,17,55,165,0.0904633380567661,0.348879216650513,0.219671277353639,"IR"
647,7,17,65,165,0.0788489232727348,0.347161563510736,0.213005243391736,"IR"
648,8,17,75,165,0.0603989384024831,0.299249178175442,0.179824058288963,"IR"
649,9,17,85,165,0.027976271416957,0.268970935643302,0.14847360353013,"IR"
650,10,17,95,165,0.0204943428404643,0.295895515195186,0.158194929017825,"IR"
651,11,17,105,165,0.0634335049416218,0.162181292269642,0.112807398605632,"IR"
652,12,17,115,165,0.0470917131599263,0.196328724034192,0.121710218597059,"IR"
653,13,17,125,165,0.0611862466171009,0.216552473466844,0.138869360041973,"IR"
654,14,17,135,165,0.141523284253969,0.454450580514767,0.297986932384368,"MR"
655,15,17,145,165,0.39468450921156,0.609849102456029,0.502266805833794,"MR"
656,16,17,155,165,0.625550793073293,0.648958568367735,0.637254680720514,"NR"
657,17,17,165,165,0.716694038301421,0.659737252956331,0.688215645628876,"NR"
658,18,17,175,165,0.762458635615452,0.707437573693109,0.734948104654281,"NR"
659,19,17,185,165,0.787534911110837,0.597073404806972,0.692304157958905,"NR"
660,20,17,195,165,0.786685805937565,0.636893537610585,0.711789671774075,"NR"
661,21,17,205,165,0.81628021897751,0.601392040225422,0.708836129601466,"NR"
662,22,17,215,165,0.748654261352833,0.568347620730744,0.658500941041788,"NR"
663,23,17,225,165,0.740547547669507,0.554551152592536,0.647549350131021,"NR"
664,24,17,235,165,0.71345819658736,0.571426247938571,0.642442222262965,"NR"
665,25,17,245,165,0.737585341657982,0.516221464225581,0.626903402941781,"NR"
666,26,17,255,165,0.683874523362142,0.538639067215648,0.611256795288895,"NR"
667,27,17,265,165,0.719449021910538,0.473110325821346,0.596279673865942,"NR"
668,28,17,275,165,0.68774338806469,0.486470056736005,0.587106722400347,"NR"
669,29,17,285,165,0.663752379718147,0.515644619965433,0.58969849984179,"NR"
670,30,17,295,165,0.537764232924083,0.612235384784269,0.574999808854176,"MR"
671,31,17,305,165,0.433834728977545,0.607662348477267,0.520748538727406,"MR"
672,32,17,315,165,0.357016839139773,0.587388836796956,0.472202837968365,"MR"
673,33,17,325,165,0.249180854967862,0.487469196559079,0.368325025763471,"MR"
674,34,17,335,165,0.220738317862661,0.513276759857724,0.367007538860192,"MR"
675,35,17,345,165,0.216305876246087,0.548103148992072,0.382204512619079,"MR"
676,36,17,355,165,0.372423354128153,0.504594460443663,0.438508907285908,"MR"
677,37,17,365,165,0.434101810686114,0.522102207430586,0.47810200905835,"MR"
678,38,17,375,165,0.554831927510434,0.522201178210634,0.538516552860534,"MR"
679,39,17,385,165,0.641029192107466,0.45160404750343,0.546316619805449,"NR"
680,40,17,395,165,0.752900234300818,0.452022972035775,0.602461603168297,"NR"
681,1,18,5,175,0.644214600937421,0.703129458724889,0.673672029831155,"NR"
682,2,18,15,175,0.58751325321029,0.764383454246142,0.675948353728216,"NR"
683,3,18,25,175,0.40589841246148,0.676367167367913,0.541132789914696,"MR"
684,4,18,35,175,0.336904908410039,0.657927560101468,0.497416234255754,"MR"
685,5,18,45,175,0.188920490242076,0.564022820840384,0.37647165554123,"MR"
686,6,18,55,175,0.0814068289353793,0.349853059575848,0.215629944255613,"IR"
687,7,18,65,175,0.0716484593333659,0.309904284898306,0.190776372115836,"IR"
688,8,18,75,175,0.026066684962927,0.231879963615734,0.128973324289331,"IR"
689,9,18,85,175,0.0413084467179313,0.206051980659088,0.123680213688509,"IR"
690,10,18,95,175,0.0315934434516512,0.152312722600538,0.0919530830260948,"IR"
691,11,18,105,175,0.0443643044319953,0.145734515507212,0.0950494099696035,"IR"
692,12,18,115,175,0.0503251725898891,0.195206326317118,0.122765749453504,"IR"
693,13,18,125,175,0.144336411473278,0.393161557557761,0.26874898451552,"MR"
694,14,18,135,175,0.251383073751943,0.459955971920598,0.355669522836271,"MR"
695,15,18,145,175,0.446340176284391,0.521793125508784,0.484066650896588,"MR"
696,16,18,155,175,0.669363782342959,0.637772436444941,0.65356810939395,"NR"
697,17,18,165,175,0.766423784236933,0.582344234799923,0.674384009518428,"NR"
698,18,18,175,175,0.800084533864313,0.610335746963922,0.705210140414117,"NR"
699,19,18,185,175,0.818221363703431,0.604203776383954,0.711212570043693,"NR"
700,20,18,195,175,0.848313515849359,0.594972939972074,0.721643227910716,"NR"
701,21,18,205,175,0.815329653949064,0.636345903973938,0.725837778961501,"NR"
702,22,18,215,175,0.773132932348484,0.645309077342263,0.709221004845373,"NR"
703,23,18,225,175,0.789256221582519,0.579155745229684,0.684205983406102,"NR"
704,24,18,235,175,0.735092714845075,0.581685729000113,0.658389221922594,"NR"
705,25,18,245,175,0.726007462462177,0.484346429318692,0.605176945890435,"NR"
706,26,18,255,175,0.663067306039441,0.482968878551957,0.573018092295699,"NR"
707,27,18,265,175,0.719832056505823,0.488400833584763,0.604116445045293,"NR"
708,28,18,275,175,0.663825457595806,0.504135516033231,0.583980486814519,"NR"
709,29,18,285,175,0.58860136617525,0.53113795435889,0.55986966026707,"NR"
710,30,18,295,175,0.474897662321174,0.58201548641063,0.528456574365902,"MR"
711,31,18,305,175,0.478773127733491,0.524979656528106,0.501876392130799,"MR"
