"block_id","col","row","x_km","y_km","gamma_a","gamma_b","Ii_a","p_a","class_a","Ii_b","p_b","class_b","cluster","strategy"
426,26,11,255,105,0.310294587143525,0.594920069135227,-0.00842478333511149,0.774,"Not significant",0.215462765632784,0.291,"Not significant","Others","No cold spot"
427,27,11,265,105,0.405507288270422,0.630129312194533,0.163050197579465,0.215,"Not significant",0.407141144030345,0.147,"Not significant","Others","No cold spot"
428,28,11,275,105,0.469370272328311,0.606776548522777,0.508113559576598,0.034,"HH",0.422138683269185,0.073,"Not significant","Others","No cold spot"
429,29,11,285,105,0.527926340753745,0.675016012679942,0.948527761460668,0.004,"HH",0.841310827146801,0.044,"HH","Hotspot","No cold spot"
430,30,11,295,105,0.60113529114252,0.68186915604866,1.66941451537314,0.001,"HH",0.976157909723348,0.02,"HH","Hotspot","No cold spot"
431,31,11,305,105,0.630344554589956,0.696005650094659,2.11984743484917,0.001,"HH",1.16250129749857,0.011,"HH","Hotspot","No cold spot"
432,32,11,315,105,0.653919375161307,0.701534280871134,2.29254893262814,0.001,"HH",1.50496620047975,0.004,"HH","Hotspot","No cold spot"
433,33,11,325,105,0.603952162444436,0.662661844375234,1.63837507221979,0.001,"HH",1.33691160099435,0.001,"HH","Hotspot","No cold spot"
434,34,11,335,105,0.481580353969884,0.678364242887603,0.771311708066269,0.004,"HH",1.67679185460547,0.001,"HH","Hotspot","No cold spot"
435,35,11,345,105,0.532639086538388,0.742061415317357,0.652429290324967,0.057,"Not significant",2.02181482199096,0.002,"HH","Others","No cold spot"
436,36,11,355,105,0.435414932963441,0.6652005690437,0.175103345621697,0.313,"Not significant",1.23461853655473,0.002,"HH","Others","No cold spot"
437,37,11,365,105,0.325838718361911,0.646952296014543,0.000279833260904854,0.74,"Not significant",0.862385373073312,0.009,"HH","Others","No cold spot"
438,38,11,375,105,0.20057535571451,0.622063964771441,0.291400981922078,0.171,"Not significant",0.433131081697598,0.105,"Not significant","Others","No cold spot"
439,39,11,385,105,0.136573220530209,0.499550074638589,0.707911021515013,0.021,"LL",-0.0360174169050721,0.421,"Not significant","Others","Increase quantity"
440,40,11,395,105,0.0854485366477732,0.428804076104391,0.998776760643249,0.052,"Not significant",-0.0197992875092352,0.946,"Not significant","Others","No cold spot"
441,1,12,5,115,0.485267936409572,0.49705897651869,0.782249401893842,0.017,"HH",-0.0430515891503292,0.518,"Not significant","Others","No cold spot"
442,2,12,15,115,0.53874693314734,0.557037720641526,0.947573437501549,0.009,"HH",0.0644191212184915,0.534,"Not significant","Others","No cold spot"
443,3,12,25,115,0.503214015843978,0.527262197958608,0.658413860680723,0.033,"HH",0.0277864396227499,0.289,"Not significant","Others","No cold spot"
444,4,12,35,115,0.412241383063524,0.564333511356249,0.199727960219105,0.191,"Not significant",0.123923901602459,0.297,"Not significant","Others","No cold spot"
445,5,12,45,115,0.338281804927942,0.569829482770341,0.000588930306823188,0.979,"Not significant",0.186240980422899,0.151,"Not significant","Others","No cold spot"
446,6,12,55,115,0.240658909601274,0.649315327831024,0.166663934492647,0.265,"Not significant",0.476840616151293,0.169,"Not significant","Others","No cold spot"
447,7,12,65,115,0.136968037738767,0.565529918442236,0.673376410515662,0.033,"LL",0.146935728148924,0.239,"Not significant","Others","Increase quantity"
448,8,12,75,115,0.0967670733307484,0.528862177518117,0.866085970943849,0.017,"LL",0.054267698265163,0.069,"Not significant","Others","Increase quantity"
449,9,12,85,115,0.163285601787657,0.659914228720567,0.562917523881484,0.03,"LL",0.6863380447854,0.065,"Not significant","Others","Increase quantity"
450,10,12,95,115,0.262094315161973,0.673316234518646,0.147940792986133,0.185,"Not significant",1.22623623008217,0.004,"HH","Others","No cold spot"
451,11,12,105,115,0.278020863420506,0.68188412236093,0.0649250943709776,0.409,"Not significant",1.24686187483136,0.006,"HH","Others","No cold spot"
452,12,12,115,115,0.347643009109858,0.681056546825495,-0.0241567201846732,0.486,"Not significant",1.20699848344303,0.004,"HH","Others","No cold spot"
453,13,12,125,115,0.311643995749991,0.641341758713109,0.0248181807847401,0.361,"Not significant",0.846698727547039,0.01,"HH","Others","No cold spot"
454,14,12,135,115,0.177884480577467,0.629316964009943,0.368445369869957,0.142,"Not significant",0.559935843710106,0.047,"HH","Others","No cold spot"
455,15,12,145,115,0.186026865655695,0.59004010124967,0.507392097464815,0.031,"LL",0.177351770275615,0.327,"Not significant","Others","Increase quantity"
456,16,12,155,115,0.0875476536759148,0.463531261030985,1.00965371469679,0.008,"LL",0.0284196360806131,0.85,"Not significant","Others","Increase quantity"
457,17,12,165,115,0.0944474110398062,0.406026555505147,1.08803072634931,0.006,"LL",0.287155205559615,0.293,"Not significant","Others","Increase quantity"
458,18,12,175,115,0.0896691644487529,0.39041963194264,1.24477610499583,0.003,"LL",0.60475472641061,0.068,"Not significant","Others","Increase quantity"
459,19,12,185,115,0.0539255025347371,0.36691740754009,1.46692495083592,0.003,"LL",0.812265988889462,0.035,"LL","Cold spot","Increase both"
460,20,12,195,115,0.0674477691640482,0.329968845826373,1.45176143093967,0.001,"LL",1.17152677611813,0.011,"LL","Cold spot","Increase both"
461,21,12,205,115,0.0706590181545379,0.311382840245543,1.35096777306709,0.002,"LL",1.0500661782371,0.054,"Not significant","Others","Increase quantity"
462,22,12,215,115,0.0695178311934429,0.38827625865591,1.17616194788236,0.004,"LL",0.501689543919954,0.137,"Not significant","Others","Increase quantity"
463,23,12,225,115,0.116811622625625,0.485992531312357,0.789999999933952,0.028,"LL",0.0487343986739512,0.545,"Not significant","Others","Increase quantity"
464,24,12,235,115,0.132118674551516,0.481264060873044,0.484693173642064,0.145,"Not significant",-0.030679400759493,0.764,"Not significant","Others","No cold spot"
465,25,12,245,115,0.243128113730386,0.550304800201771,0.072391700791992,0.578,"Not significant",0.0688433902020315,0.399,"Not significant","Others","No cold spot"
466,26,12,255,115,0.391133455364907,0.58509878586618,0.0598324367619839,0.605,"Not significant",0.247924002290752,0.141,"Not significant","Others","No cold spot"
467,27,12,265,115,0.43345486507937,0.57987573440759,0.301826898794258,0.087,"Not significant",0.313056554748465,0.049,"HH","Others","No cold spot"
468,28,12,275,115,0.486977715119961,0.636879664173083,0.65593511504186,0.011,"HH",0.764625765867444,0.017,"HH","Hotspot","No cold spot"
469,29,12,285,115,0.572124787252941,0.61772041526631,1.17978254893973,0.007,"HH",0.76821846394927,0.007,"HH","Hotspot","No cold spot"
470,30,12,295,115,0.567687287850381,0.678791055256008,1.35844548338417,0.003,"HH",1.45791815035695,0.002,"HH","Hotspot","No cold spot"
471,31,12,305,115,0.600926014286273,0.711115940213802,1.67065574153918,0.001,"HH",1.9047053661108,0.001,"HH","Hotspot","No cold spot"
472,32,12,315,115,0.631063904448538,0.725695160528197,1.82142946267328,0.002,"HH",2.28764688237566,0.001,"HH","Hotspot","No cold spot"
473,33,12,325,115,0.541768574049181,0.778963864231071,1.10612675811985,0.002,"HH",2.72251829125909,0.001,"HH","Hotspot","No cold spot"
474,34,12,335,115,0.47890680206684,0.69098257196015,0.644860873983026,0.018,"HH",1.91042308632987,0.001,"HH","Hotspot","No cold spot"
475,35,12,345,115,0.49833071860226,0.715881907178187,0.490537575272056,0.102,"Not significant",1.85704054410425,0.001,"HH","Others","No cold spot"
476,36,12,355,115,0.413880322404702,0.656404463678545,0.151072842791235,0.281,"Not significant",1.12653157321478,0.007,"HH","Others","No cold spot"
477,37,12,365,115,0.290723614423521,0.616136410152348,-0.00806238245323044,0.893,"Not significant",0.629647545742925,0.018,"HH","Others","No cold spot"
478,38,12,375,115,0.253137426423775,0.638184698538676,0.0506585687633344,0.679,"Not significant",0.554638606465508,0.076,"Not significant","Others","No cold spot"
479,39,12,385,115,0.26585129890851,0.586189416632046,0.0846083227884858,0.418,"Not significant",0.297188147685982,0.09,"Not significant","Others","No cold spot"
480,40,12,395,115,0.18100589241128,0.635277369156312,0.171989306447159,0.575,"Not significant",0.362188354472657,0.331,"Not significant","Others","No cold spot"
481,1,13,5,125,0.568945414681021,0.536617049683205,1.15069233764577,0.031,"HH",0.0134737296769163,0.827,"Not significant","Others","No cold spot"
482,2,13,15,125,0.522324981772067,0.558185153948416,0.855283190491249,0.01,"HH",0.0549543110932719,0.598,"Not significant","Others","No cold spot"
483,3,13,25,125,0.501521904601258,0.57802549328658,0.54281565132795,0.064,"Not significant",0.161595161990182,0.319,"Not significant","Others","No cold spot"
484,4,13,35,125,0.389696538139193,0.589736282501058,0.0744059513192707,0.481,"Not significant",0.242981485521886,0.198,"Not significant","Others","No cold spot"
485,5,13,45,125,0.278926000824851,0.583630296693294,0.0494591281134982,0.524,"Not significant",0.239023608827159,0.163,"Not significant","Others","No cold spot"
486,6,13,55,125,0.118012119107473,0.532422044310502,0.63250266766881,0.057,"Not significant",0.0302852279871542,0.437,"Not significant","Others","No cold spot"
487,7,13,65,125,0.1205413869367,0.583413082911534,0.970312842340731,0.003,"LL",-0.0568869922901134,0.742,"Not significant","Others","Increase quantity"
488,8,13,75,125,0.0825023794407747,0.428645300694281,1.22147611955132,0.003,"LL",-0.0320819030732944,0.906,"Not significant","Others","Increase quantity"
489,9,13,85,125,0.161443911342918,0.630497579257347,0.795910341802986,0.007,"LL",0.119961208188731,0.697,"Not significant","Others","Increase quantity"
490,10,13,95,125,0.113557962836706,0.597000064381101,0.783650271108714,0.028,"LL",0.400313628615053,0.05,"Not significant","Others","Increase quantity"
491,11,13,105,125,0.183293080691534,0.697687368366146,0.43638928463714,0.071,"Not significant",1.01030719886237,0.027,"HH","Others","No cold spot"
492,12,13,115,125,0.201408853421544,0.697432995107977,0.324860747214197,0.117,"Not significant",1.15545046857739,0.01,"HH","Others","No cold spot"
493,13,13,125,125,0.210431430764271,0.703967862430711,0.287541698222077,0.153,"Not significant",1.1740279237163,0.011,"HH","Others","No cold spot"
494,14,13,135,125,0.26641659655602,0.669044150667666,0.177548787144585,0.089,"Not significant",0.812924526268894,0.038,"HH","Others","No cold spot"
495,15,13,145,125,0.138467733823464,0.585891140306271,0.489538621866815,0.117,"Not significant",0.33196890986494,0.071,"Not significant","Others","No cold spot"
496,16,13,155,125,0.236561020098593,0.655604992893466,0.271114003701631,0.075,"Not significant",0.41476462423936,0.26,"Not significant","Others","No cold spot"
497,17,13,165,125,0.154510394310727,0.6304571199313,0.429567981825551,0.146,"Not significant",0.278130065427986,0.341,"Not significant","Others","No cold spot"
498,18,13,175,125,0.161192543746567,0.60595741023011,0.449774198960577,0.106,"Not significant",0.102866783771752,0.654,"Not significant","Others","No cold spot"
499,19,13,185,125,0.104533791956502,0.483363864759536,0.508918131422133,0.185,"Not significant",-0.0186143173877571,0.841,"Not significant","Others","No cold spot"
500,20,13,195,125,0.143404228214435,0.540141852365623,0.446999895793421,0.141,"Not significant",-0.0401768185567851,0.484,"Not significant","Others","No cold spot"
501,21,13,205,125,0.146128372350038,0.50464337641927,0.373331986827589,0.22,"Not significant",0.0195317765204734,0.547,"Not significant","Others","No cold spot"
502,22,13,215,125,0.213892597638493,0.577985074768266,0.20310905160781,0.287,"Not significant",-0.0450285131216173,0.779,"Not significant","Others","No cold spot"
503,23,13,225,125,0.270123165961965,0.622769807846976,0.0748813094470351,0.406,"Not significant",0.0325771731535887,0.895,"Not significant","Others","No cold spot"
504,24,13,235,125,0.322033026485025,0.56315377885604,0.00221650445620296,0.75,"Not significant",0.0804324319913846,0.507,"Not significant","Others","No cold spot"
505,25,13,245,125,0.331234989092314,0.564615670675857,0.005706288640948,0.5,"Not significant",0.083364954658395,0.484,"Not significant","Others","No cold spot"
506,26,13,255,125,0.470391313666942,0.563055219852255,0.348834508699519,0.155,"Not significant",0.162271567069097,0.179,"Not significant","Others","No cold spot"
507,27,13,265,125,0.524035255920274,0.66281536469637,0.785973442064514,0.014,"HH",0.521874133109886,0.179,"Not significant","Others","No cold spot"
508,28,13,275,125,0.549684893548141,0.613168459657239,1.04366042299353,0.008,"HH",0.536074660207419,0.032,"HH","Hotspot","No cold spot"
509,29,13,285,125,0.573284044678819,0.717801305323584,1.30696361245623,0.004,"HH",1.16077271868695,0.021,"HH","Hotspot","No cold spot"
510,30,13,295,125,0.533131886935457,0.682476185246232,1.17944150400687,0.002,"HH",1.41608525853163,0.002,"HH","Hotspot","No cold spot"
511,31,13,305,125,0.563550922243764,0.719117531152812,1.36416148335269,0.001,"HH",2.04313348492944,0.001,"HH","Hotspot","No cold spot"
512,32,13,315,125,0.582912393086668,0.736466959787886,1.31664490178193,0.005,"HH",2.66171885544761,0.001,"HH","Hotspot","No cold spot"
513,33,13,325,125,0.548549775752176,0.789804137145685,0.860928146900651,0.014,"HH",3.1759465000106,0.001,"HH","Hotspot","No cold spot"
514,34,13,335,125,0.446644242659725,0.723757204172757,0.335380892287787,0.109,"Not significant",2.28972342596015,0.002,"HH","Others","No cold spot"
515,35,13,345,125,0.452656671594635,0.707403067370282,0.216540202376742,0.314,"Not significant",1.74248218210322,0.001,"HH","Others","No cold spot"
516,36,13,355,125,0.37797911528493,0.685928529973943,0.0510397219883904,0.572,"Not significant",1.1869272439328,0.009,"HH","Others","No cold spot"
517,37,13,365,125,0.307353057351533,0.581134776090237,-0.0118452386450183,0.7,"Not significant",0.406473543543299,0.013,"HH","Others","No cold spot"
518,38,13,375,125,0.376413087786141,0.60374866096941,0.0420140965163935,0.631,"Not significant",0.463124488115416,0.037,"HH","Others","No cold spot"
519,39,13,385,125,0.461912361072989,0.674838760990188,0.180817730762093,0.44,"Not significant",0.921394201778623,0.02,"HH","Others","No cold spot"
520,40,13,395,125,0.419791403869032,0.6864848132714,0.178090719651008,0.381,"Not significant",1.01518814148017,0.06,"Not significant","Others","No cold spot"
521,1,14,5,135,0.592031535819189,0.527936319318817,1.24862069650592,0.027,"HH",0.0295219552002127,0.396,"Not significant","Others","No cold spot"
522,2,14,15,135,0.542265818934652,0.511587372131407,0.889080273609276,0.012,"HH",-0.0178093803748232,0.241,"Not significant","Others","No cold spot"
523,3,14,25,135,0.422809454686891,0.605075539414311,0.2572215967567,0.093,"Not significant",0.263149247791062,0.228,"Not significant","Others","No cold spot"
524,4,14,35,135,0.37563009671829,0.626222268176983,0.0179817092972787,0.816,"Not significant",0.302028816290453,0.296,"Not significant","Others","No cold spot"
525,5,14,45,135,0.193160302463752,0.589776560270363,0.249507366715477,0.261,"Not significant",0.0940924792856846,0.635,"Not significant","Others","No cold spot"
526,6,14,55,135,0.173075287317407,0.560073986497586,0.63711054876203,0.015,"LL",-0.068144810552253,0.516,"Not significant","Others","Increase quantity"
527,7,14,65,135,0.0537865441963551,0.337544770750772,1.44984485373305,0.002,"LL",0.715281316098055,0.136,"Not significant","Others","Increase quantity"
528,8,14,75,135,0.0392352258234557,0.405626684647542,1.59850112677961,0.002,"LL",0.5158003331475,0.065,"Not significant","Others","Increase quantity"
529,9,14,85,135,0.0647608102141557,0.481194813910502,1.47264422259122,0.001,"LL",0.127224364758107,0.155,"Not significant","Others","Increase quantity"
530,10,14,95,135,0.0790995822497253,0.52331581902013,1.26799920171726,0.003,"LL",-0.00230591218868244,0.891,"Not significant","Others","Increase quantity"
531,11,14,105,135,0.114404407764795,0.548208007932011,1.02093081762752,0.005,"LL",0.0257747098213468,0.742,"Not significant","Others","Increase quantity"
532,12,14,115,135,0.133900581054606,0.581438274461522,0.852220868131647,0.004,"LL",0.149736299344814,0.368,"Not significant","Others","Increase quantity"
533,13,14,125,135,0.110218746691054,0.570939883444841,0.783537359770676,0.024,"LL",0.197769885271609,0.151,"Not significant","Others","Increase quantity"
534,14,14,135,135,0.18275117470707,0.61708372765988,0.439486464956486,0.069,"Not significant",0.426149901258065,0.099,"Not significant","Others","No cold spot"
535,15,14,145,135,0.243316804380318,0.608235057449784,0.153299269550617,0.287,"Not significant",0.504665826732509,0.033,"HH","Others","No cold spot"
536,16,14,155,135,0.30725737813603,0.63545307954003,0.0180696106374561,0.577,"Not significant",0.710869865431191,0.019,"HH","Others","No cold spot"
537,17,14,165,135,0.329289746536049,0.671059954361459,0.00109343160140693,0.833,"Not significant",1.10248248651944,0.001,"HH","Others","No cold spot"
538,18,14,175,135,0.419214558726898,0.680914140380383,0.0609618535980886,0.713,"Not significant",1.14852356829467,0.009,"HH","Others","No cold spot"
539,19,14,185,135,0.400440495016116,0.683865277967096,0.0978250423771055,0.444,"Not significant",1.00682835151221,0.018,"HH","Others","No cold spot"
540,20,14,195,135,0.462709464026523,0.622712717139551,0.171291197386885,0.439,"Not significant",0.414948957784601,0.124,"Not significant","Others","No cold spot"
541,21,14,205,135,0.439348838630375,0.570070170469769,0.201710282416207,0.317,"Not significant",0.17696500173217,0.191,"Not significant","Others","No cold spot"
542,22,14,215,135,0.409871967335587,0.56300000881623,0.186702506517607,0.198,"Not significant",0.121213292540662,0.312,"Not significant","Others","No cold spot"
543,23,14,225,135,0.448255957666068,0.579770657010093,0.294360898033945,0.141,"Not significant",0.165990485771486,0.286,"Not significant","Others","No cold spot"
544,24,14,235,135,0.425970460164816,0.545065318760383,0.280306569732161,0.12,"Not significant",0.0595045245489536,0.389,"Not significant","Others","No cold spot"
545,25,14,245,135,0.458623158763743,0.572700458120847,0.464665871958068,0.03,"HH",0.0891318496885208,0.54,"Not significant","Others","No cold spot"
546,26,14,255,135,0.575859256043374,0.543026504733181,1.02250358717238,0.01,"HH",0.0728261068339168,0.258,"Not significant","Others","No cold spot"
547,27,14,265,135,0.509832227391426,0.61442937661135,1.0093397712761,0.001,"HH",0.255201354455137,0.309,"Not significant","Others","No cold spot"
548,28,14,275,135,0.600036441980888,0.543878090959048,1.55486343069461,0.001,"HH",0.133265983493873,0.063,"Not significant","Others","No cold spot"
549,29,14,285,135,0.564403799891061,0.608624125536588,1.40379799984316,0.001,"HH",0.500553983421103,0.03,"HH","Hotspot","No cold spot"
550,30,14,295,135,0.609453183145601,0.630624698650705,1.56515729411157,0.001,"HH",0.954908296341202,0.002,"HH","Hotspot","No cold spot"
551,31,14,305,135,0.57744899778975,0.748680688921499,1.31798474592247,0.005,"HH",2.12392148579353,0.001,"HH","Hotspot","No cold spot"
552,32,14,315,135,0.543058443123122,0.752867516249616,0.976947826007401,0.005,"HH",2.58616991862191,0.001,"HH","Hotspot","No cold spot"
553,33,14,325,135,0.420207304967072,0.745731388060758,0.289370956304967,0.065,"Not significant",2.50158874098856,0.001,"HH","Others","No cold spot"
554,34,14,335,135,0.336996606948302,0.743609009359073,0.0190438830658123,0.298,"Not significant",2.26684768934299,0.001,"HH","Others","No cold spot"
555,35,14,345,135,0.319403523716514,0.640369514689417,-0.00707815862419844,0.558,"Not significant",1.09969774000984,0.003,"HH","Others","No cold spot"
556,36,14,355,135,0.344826119539781,0.665131655484314,0.0107057158798772,0.72,"Not significant",0.870203502562029,0.033,"HH","Others","No cold spot"
557,37,14,365,135,0.33275745725575,0.618308607243265,0.00856537959158698,0.448,"Not significant",0.481519716466585,0.063,"Not significant","Others","No cold spot"
558,38,14,375,135,0.442005059419568,0.614970759415601,0.29116286787767,0.137,"Not significant",0.423859982545171,0.083,"Not significant","Others","No cold spot"
559,39,14,385,135,0.553366064973421,0.616791765562809,0.953726997258988,0.012,"HH",0.525770513167707,0.034,"HH","Hotspot","No cold spot"
560,40,14,395,135,0.590755342461292,0.639396368941279,1.28322617850245,0.015,"HH",0.677195169183462,0.083,"Not significant","Others","No cold spot"
561,1,15,5,145,0.547067671172288,0.571096527807331,1.06849888871523,0.017,"HH",0.192953692234184,0.266,"Not significant","Others","No cold spot"
562,2,15,15,145,0.490417112194743,0.669141657354177,0.612336680378819,0.035,"HH",0.440303703543226,0.279,"Not significant","Others","No cold spot"
563,3,15,25,145,0.42247946055452,0.568215131012815,0.156370480797725,0.352,"Not significant",0.14859473340893,0.268,"Not significant","Others","No cold spot"
564,4,15,35,145,0.309432206592128,0.489316615135813,0.0145563004128173,0.603,"Not significant",-0.0960467171970353,0.203,"Not significant","Others","No cold spot"
565,5,15,45,145,0.221355069515654,0.552735855843656,0.307808396562894,0.075,"Not significant",0.00412405993985362,0.96,"Not significant","Others","No cold spot"
566,6,15,55,145,0.0808314766945389,0.399682083016494,1.11962604800469,0.01,"LL",0.420295662679673,0.166,"Not significant","Others","Increase quantity"
567,7,15,65,145,0.0718265419168395,0.318371016179522,1.46436975349593,0.001,"LL",1.61801258550745,0.003,"LL","Cold spot","Increase both"
568,8,15,75,145,0.0410082481308929,0.308302761119517,1.78358070718162,0.002,"LL",2.00076455988419,0.001,"LL","Cold spot","Increase both"
569,9,15,85,145,0.0433165823096924,0.351750173644739,1.78392764828599,0.001,"LL",1.38745105147502,0.001,"LL","Cold spot","Increase both"
570,10,15,95,145,0.0569834856947864,0.359457865440605,1.63909671758151,0.001,"LL",0.988698885363885,0.016,"LL","Cold spot","Increase both"
571,11,15,105,145,0.0568214669279444,0.41479911283692,1.54705155395156,0.001,"LL",0.534634407763633,0.039,"LL","Cold spot","Increase both"
572,12,15,115,145,0.0797275951901493,0.392454268315669,1.37328357099681,0.002,"LL",0.50369642914274,0.108,"Not significant","Others","Increase quantity"
573,13,15,125,145,0.0860620989921677,0.464702398527362,1.17744201750168,0.004,"LL",0.10823750957686,0.414,"Not significant","Others","Increase quantity"
574,14,15,135,145,0.166040417966613,0.568051030151872,0.548929959354327,0.058,"Not significant",0.0416014674838654,0.753,"Not significant","Others","No cold spot"
575,15,15,145,145,0.305616062582475,0.611782682198462,0.0227677368692472,0.511,"Not significant",0.421988799741285,0.085,"Not significant","Others","No cold spot"
576,16,15,155,145,0.353276058332736,0.632736674957487,0.0444168847170285,0.326,"Not significant",0.774167254162469,0.009,"HH","Others","No cold spot"
577,17,15,165,145,0.513337369483857,0.650493677808969,0.680152479585543,0.035,"HH",1.08034773326818,0.002,"HH","Hotspot","No cold spot"
578,18,15,175,145,0.59425754692225,0.728961621395268,1.28903452598622,0.004,"HH",1.84551550513299,0.001,"HH","Hotspot","No cold spot"
579,19,15,185,145,0.58503748046465,0.743729566378169,1.52645060633918,0.003,"HH",1.76582030145641,0.004,"HH","Hotspot","No cold spot"
580,20,15,195,145,0.607045936256232,0.644874473836902,1.6946765544784,0.001,"HH",0.797546309206673,0.017,"HH","Hotspot","No cold spot"
581,21,15,205,145,0.628908030651416,0.561476320598168,1.8575520183502,0.001,"HH",0.188911269310007,0.102,"Not significant","Others","No cold spot"
582,22,15,215,145,0.629977839541095,0.629013461309762,1.80839627503202,0.001,"HH",0.193226244487172,0.494,"Not significant","Others","No cold spot"
583,23,15,225,145,0.624491428991215,0.49225551685007,1.65589905743161,0.003,"HH",-0.0429987186645971,0.508,"Not significant","Others","No cold spot"
584,24,15,235,145,0.568365246299707,0.545608418543691,1.35027175286198,0.001,"HH",0.00878359214156942,0.894,"Not significant","Others","No cold spot"
585,25,15,245,145,0.58270619899953,0.519992143656824,1.45707897518687,0.002,"HH",0.00208535823688962,0.779,"Not significant","Others","No cold spot"
586,26,15,255,145,0.576804856549569,0.536116127738034,1.50342409765685,0.001,"HH",0.0172003487515869,0.708,"Not significant","Others","No cold spot"
587,27,15,265,145,0.607062233501936,0.530699408077837,1.7883426206546,0.001,"HH",0.0149652365498859,0.678,"Not significant","Others","No cold spot"
588,28,15,275,145,0.653179628319375,0.541764867585691,2.06247661501378,0.002,"HH",0.0547039632363118,0.39,"Not significant","Others","No cold spot"
589,29,15,285,145,0.639526270217645,0.604173604712655,1.97224739842861,0.001,"HH",0.289763555225337,0.187,"Not significant","Others","No cold spot"
590,30,15,295,145,0.539021133240964,0.63139685308597,1.24948364144825,0.001,"HH",0.729936672989648,0.012,"HH","Hotspot","No cold spot"
591,31,15,305,145,0.576643615917268,0.697795429079155,1.1774096575028,0.01,"HH",1.39156903275801,0.003,"HH","Hotspot","No cold spot"
592,32,15,315,145,0.520199186733794,0.673421058309861,0.643336692345621,0.054,"Not significant",1.39129175328837,0.002,"HH","Others","No cold spot"
593,33,15,325,145,0.4162484902999,0.684866927690623,0.157587166942349,0.293,"Not significant",1.41629342903718,0.006,"HH","Others","No cold spot"
594,34,15,335,145,0.306480141440864,0.686953164765865,-0.00895895117052053,0.792,"Not significant",1.225906469244,0.004,"HH","Others","No cold spot"
595,35,15,345,145,0.330099374346708,0.671717593308689,0.00021965821909153,0.968,"Not significant",0.9197920228309,0.028,"HH","Others","No cold spot"
596,36,15,355,145,0.378250274465693,0.602517270328192,0.0137139541392787,0.867,"Not significant",0.35272905705236,0.112,"Not significant","Others","No cold spot"
597,37,15,365,145,0.316363379988476,0.519343081329137,-0.0212253106645955,0.194,"Not significant",0.00768431745106618,0.154,"Not significant","Others","No cold spot"
598,38,15,375,145,0.536345131678782,0.58478201576509,0.759313163134741,0.028,"HH",0.191058827546869,0.284,"Not significant","Others","No cold spot"
599,39,15,385,145,0.616586270069715,0.594065782063821,1.67968881983748,0.002,"HH",0.210959878499723,0.31,"Not significant","Others","No cold spot"
600,40,15,395,145,0.653331396961705,0.537379581358308,2.19773753725928,0.001,"HH",0.0653931676244186,0.299,"Not significant","Others","No cold spot"
601,1,16,5,155,0.578130809013534,0.673176847376251,1.0982303752063,0.034,"HH",0.908799307193174,0.066,"Not significant","Others","No cold spot"
602,2,16,15,155,0.499392389402626,0.542563415748139,0.549944721042473,0.044,"HH",0.148208170814029,0.024,"HH","Hotspot","No cold spot"
603,3,16,25,155,0.326893416316651,0.576089434214733,0.000601557993121581,0.561,"Not significant",0.225449994191566,0.118,"Not significant","Others","No cold spot"
604,4,16,35,155,0.219005098517857,0.558195138816306,0.147472846332531,0.405,"Not significant",0.108240615844423,0.279,"Not significant","Others","No cold spot"
605,5,16,45,155,0.123461163479354,0.581281715781189,0.67742511217768,0.046,"LL",-0.118389295714917,0.479,"Not significant","Others","Increase quantity"
606,6,16,55,155,0.0974619770431777,0.350876342155723,1.09381773648879,0.005,"LL",0.765366812684641,0.067,"Not significant","Others","Increase quantity"
607,7,16,65,155,0.0616132926370904,0.307097163670145,1.54271294646785,0.003,"LL",2.12243398240639,0.001,"LL","Cold spot","Increase both"
608,8,16,75,155,0.0263009288388985,0.239556930673365,1.85506357201398,0.004,"LL",3.10067477890494,0.001,"LL","Cold spot","Increase both"
609,9,16,85,155,0.0364486464500367,0.250104901581555,1.88237744211524,0.002,"LL",3.02545511209386,0.001,"LL","Cold spot","Increase both"
610,10,16,95,155,0.0349650046965558,0.303753885722487,1.87544052585539,0.001,"LL",2.42585475165678,0.001,"LL","Cold spot","Increase both"
611,11,16,105,155,0.0261058740510971,0.318104329373404,1.86388266472785,0.002,"LL",2.22811410447714,0.001,"LL","Cold spot","Increase both"
612,12,16,115,155,0.0529431146612083,0.322696255337017,1.64603831722236,0.001,"LL",2.14487267470845,0.001,"LL","Cold spot","Increase both"
613,13,16,125,155,0.0583490614678353,0.307185715041364,1.4263246549343,0.001,"LL",1.46813145236256,0.007,"LL","Cold spot","Increase both"
614,14,16,135,155,0.0914619985938003,0.466770064609469,0.714374222914481,0.064,"Not significant",0.0970280235675666,0.441,"Not significant","Others","No cold spot"
615,15,16,145,155,0.320059090347456,0.61484787526168,-0.000427193297222374,0.96,"Not significant",0.338370622360739,0.167,"Not significant","Others","No cold spot"
616,16,16,155,155,0.556456819569386,0.668936861101014,0.804056058102631,0.032,"HH",0.984263434866533,0.01,"HH","Hotspot","No cold spot"
617,17,16,165,155,0.617765601456015,0.689602562477406,1.83760225454952,0.001,"HH",1.38553843924017,0.003,"HH","Hotspot","No cold spot"
618,18,16,175,155,0.720056291638943,0.65491801942379,2.99759699112326,0.001,"HH",1.20235104761333,0.002,"HH","Hotspot","No cold spot"
619,19,16,185,155,0.72806254116127,0.680053764881748,3.40452773742516,0.001,"HH",1.28834217583357,0.002,"HH","Hotspot","No cold spot"
