"block_id","col","row","x_km","y_km","road_density","main_road_density","roads_per_person","intersection_density","roughness","rutting","deflection","curvature","crash_rate","craf_schools","craf_hospitals","craf_industry","dist_ports","dist_airports","population","income"
447,7,12,65,115,1.4357602157826,0.116203355082074,0.514931083318732,5.30197536890697,1018.14762156338,614.649608083399,502.947108106737,288.265924118054,3.99334115483711,0.779231854436359,0.73346384201304,0.736072816594805,111.461459122945,70.3278306387339,94,71.4786378407213
448,8,12,75,115,0.988648939898441,0.119520368525829,0.389572359211542,3.35664622336768,1049.03441605043,601.853169640565,501.75150708606,277.31350856042,4.10607666150675,0.78254099380161,0.711643949400072,0.681744356179288,124.226902670671,69.2492103743255,32,70.3967194902266
449,9,12,85,115,1.64890153783906,0.171431857554322,0.546625646373645,6.14922144350063,981.850552042405,604.878578376316,457.650121328879,268.111293264317,3.76155068941085,0.788823204367533,0.755098031998382,0.718386273987753,96.6161748546016,63.3091380811382,103,72.2136813128933
450,10,12,95,115,2.31046541875064,0.265439237199554,0.858640960431113,10.2257663761309,944.524851539136,595.774891870219,496.974993490684,269.524253017644,3.79940977216751,0.834143247174717,0.787048710572648,0.759357931260603,100.74156982388,65.6174185525391,116,73.919031056096
451,11,12,105,115,2.6139556419529,0.271533192080526,0.917581832581705,10.6175011785779,965.97592025805,594.057311446289,495.072810053035,274.021985456527,3.66665760387071,0.84298816832174,0.789209848086261,0.772770702585286,106.108688839059,64.9203833239455,113,75.476012263483
452,12,12,115,115,3.2692894867771,0.385611764419263,1.03261629292108,12.9969917540646,1007.66149304097,590.311451317357,464.168088830832,267.752000000137,3.69290026323,0.842956398328693,0.776025570663209,0.751446619592326,95.439668316763,68.6913375561206,491,72.3486072466167
453,13,12,125,115,2.78692568941888,0.337088401125849,0.932432411440604,12.0791189573494,973.582422014706,603.295006357109,493.265321817037,285.752384542538,3.67275279000773,0.811187493900421,0.744803786443046,0.743683641216911,116.154327308524,60.6161773374099,307,72.0274243280808
454,14,12,135,115,1.73972622143635,0.184003454946249,0.653838643994633,6.47296876229382,1022.63728778294,607.455422963929,488.467912446036,276.52901743875,3.95748701561402,0.82891656941477,0.754286167273225,0.755911385751079,108.96239678905,61.1436010731747,227,70.853705541503
455,15,12,145,115,1.79344743956388,0.209644748285937,0.566083519194281,7.1287774039244,1027.14795800341,604.97874452443,481.494891743245,288.674908700131,3.83954473800652,0.819675936491591,0.707781480710472,0.73835958219172,118.141688350929,68.0768976052967,162,69.8178544673136
456,16,12,155,115,1.12636574799132,0.099892416932942,0.43123722068665,2.41713379704513,1048.08992187568,630.141110351728,510.330023760381,278.206007652055,4.42264992856189,0.780840823873823,0.698195241167696,0.691684530133951,129.985371616388,77.1611502580594,25,68.2919567993436
457,17,12,165,115,0.945069168225913,0.125245469777631,0.385389485968438,3.18127146270356,1106.75046412121,662.150589072072,525.875022584809,303.060990039162,4.31577567237791,0.733320188123338,0.701431839832398,0.672278279198882,136.769716436248,77.4742837282608,25,66.7964089858317
458,18,12,175,115,0.899284238434779,0.105198941777045,0.285928937408955,3.65893754440309,1067.59854758015,658.192121459326,527.010839812978,305.907040705071,4.45593672443959,0.716247356583083,0.646185144468651,0.676792609440397,136.810958930339,74.0627525719961,19,66.7571916005988
459,19,12,185,115,0.898025094702803,0.0550050328017482,0.255419583809537,1.57393860442687,1068.20100698326,673.658263556439,552.250813972513,295.973850507545,4.54957788657192,0.729336878245858,0.677408440671018,0.677340337161682,140.983099841832,80.5509232608496,16,64.6137240027537
460,20,12,195,115,1.06505524389145,0.0729998071177629,0.281996186948,2.00337730951898,1132.91817074891,659.889336291987,515.515459851627,295.271871471513,4.69502918012294,0.708243622996801,0.670378407844691,0.636317956664608,147.904666955626,81.8065594548257,17,63.515418271485
461,21,12,205,115,0.949736218892158,0.0918405427487035,0.266132586868703,2.28547037613351,1101.29412942348,678.559816076442,521.689113501198,311.226670566798,4.82732119665373,0.726439675452316,0.669268520458331,0.618875737013879,131.359620924966,87.0855623370281,18,64.6775053022668
462,22,12,215,115,1.0471216600652,0.0962274118337605,0.344519423672693,1.55665950980637,1074.75365476849,642.569399534488,511.801051300251,312.651178352904,4.49528363456259,0.724171544728541,0.659376051334494,0.65383958403735,129.372285867298,78.500470741779,22,63.5765431756365
463,23,12,225,115,1.01850928831483,0.198303793622406,0.612830502374596,2.7020914880003,1039.048024522,636.336348953606,514.501005052829,283.436116308814,4.3195061522412,0.766178141291964,0.728150061031869,0.71233038670632,128.40444486422,74.2929104234004,32,70.4290162484844
464,24,12,235,115,1.13408287182003,0.151164220002967,0.600967967108867,4.50087449229231,1023.18245394296,642.562848987809,495.539199524336,287.38981760182,4.46981807825938,0.782833727709856,0.723209449231347,0.720387144734487,127.164066319902,75.7817235664176,68,71.7971335083631
465,25,12,245,115,1.91377371246784,0.285204611409321,0.77409895664825,9.50724802389326,1002.56223366229,605.594534492144,495.406264899294,280.545995534127,4.18474930333509,0.821585798132273,0.763389917628223,0.719422775941823,113.840558304879,80.3761056561298,220,71.1997389240669
466,26,12,255,115,3.58171941514628,0.386113287248005,1.20379644106854,15.1683122755997,1026.59108545828,615.729391894216,492.177783341533,281.697700711342,3.80174192065658,0.812156201284172,0.763430149857229,0.707655674940831,109.462905881296,76.4380876577569,437,73.9475067581495
467,27,12,265,115,3.75498158358377,0.420478593834404,1.3788021258885,16.9858991359573,1019.69930311326,601.938987666426,490.263228672578,277.10967820126,3.82378624410134,0.796242345822584,0.733267346060227,0.713211976438279,120.709364729665,72.0482045820609,1065,69.2783254571011
468,28,12,275,115,4.28892698153754,0.512045639083157,1.43089479621265,18.8900655249568,974.61767232876,588.221202306071,493.172545179475,270.925952360461,3.76175938957958,0.813003834202354,0.754669710211413,0.730868441002419,119.495421572487,63.3016471956865,888,73.0786027691026
469,29,12,285,115,4.73121080439935,0.583443754630461,1.65517156589815,22.9952076594166,991.571815161666,628.681212076162,493.838638788889,286.175864206245,3.73731853611798,0.840261558483193,0.760041832654779,0.750247270854054,112.001936330032,71.2231238732379,2147,73.6735017610427
470,30,12,295,115,4.66017173018818,0.560120829336672,1.60398902248183,23.3484649979113,978.937303946631,590.768199236606,474.040824062376,267.737725483967,3.88918682927345,0.830198628313025,0.767193002182363,0.715256348625621,99.1251700619155,53.7212710295927,1432,75.6532967690143
471,31,12,305,115,5.02906051354885,0.589031711952459,1.83476570768286,23.8595665328264,975.765640219083,597.134678832781,474.289112415968,257.963113432564,3.55455878886267,0.824173485694137,0.770279533192087,0.778656735064343,100.414581236947,62.1645196806216,3520,72.1933607759448
472,32,12,315,115,5.52837829267065,0.639603473939768,1.79696100874516,24.9316048363847,939.038717649781,577.477531530207,465.896944287259,261.015132584733,3.68226553930075,0.852208716404374,0.856521751647638,0.764182791354108,99.9981568031975,68.3334948321097,1516,74.9790087402723
473,33,12,325,115,4.40302591451583,0.563796789402974,1.69051176581504,21.168235032357,992.548147448994,571.151703349888,463.791259353446,256.941004507816,3.36681203459314,0.869612780526918,0.808015345831213,0.777347464382627,88.7415587921098,58.2266581569861,2785,74.5707850622996
474,34,12,335,115,4.03584031199016,0.469787776489357,1.40794671662454,19.395837210899,971.258301496708,605.04694383502,463.176422281742,285.00551973405,3.63889199169791,0.847538924984473,0.790261270993958,0.770596834041397,94.4216985038086,68.0050821318025,675,73.0174732300721
475,35,12,345,115,3.92598799249895,0.501992024894655,1.41490146912683,20.7043214607588,971.203926198513,595.606466608931,461.991014533274,264.809441333258,3.80413340005136,0.85883874427324,0.812294363566417,0.737191352038843,94.048905715717,57.0243166210406,927,72.7295214836849
476,36,12,355,115,3.58556958548119,0.385380966163299,1.29619872212184,16.5886064003916,974.736711849521,606.366710927744,481.776103429941,262.785475248698,3.86343286746906,0.805741895563759,0.805053019038889,0.757934839061808,108.719649560757,65.8045824066468,371,73.712988869502
477,37,12,365,115,2.48587706498571,0.300846446784881,0.976884591115144,11.1776178699403,981.020278956616,601.631554221481,485.492391761628,275.530908230216,3.93626857077993,0.803247639228818,0.760840327859314,0.74560396001414,109.956821110216,69.2224267293989,244,73.1921935134246
478,38,12,375,115,2.36814213065733,0.284858826367387,0.792496796634559,9.43715439173936,988.724766362066,578.187903185161,500.940298739296,270.450473771453,3.96783761722827,0.82203226536828,0.766848035335458,0.746402525915032,101.692294270488,66.3611071335634,856,71.6981580997212
479,39,12,385,115,2.42958060750619,0.279591811729289,0.817782215455236,10.3284894517612,1020.72525312862,595.995653850625,484.226934495866,281.013954164394,3.93634579685348,0.783522045764392,0.745918174783149,0.720052461157536,111.252827825344,70.7186104109143,201,71.9829115501993
480,40,12,395,115,1.70069128077877,0.213854810473798,0.653718799749561,6.37358956593674,998.716456259261,619.383922946665,514.519641461192,284.570727130438,3.64226769633736,0.801515162584059,0.779767503432708,0.7180656784816,97.7600108806117,65.5060660004945,121,74.0503659835229
481,1,13,5,125,4.84705516069419,0.580417718960412,1.63292942676509,22.681062653065,1041.2636402548,633.616403526198,502.560217196782,280.056581848252,4.07990832990609,0.79765817162539,0.752929534817358,0.705479602618768,116.804518135624,75.3787707277654,1887,70.1353823609964
482,2,13,15,125,4.35355708106613,0.507541948659826,1.61106154599703,20.8552524884728,972.735980207554,621.15051835013,494.923696307367,284.913804360106,4.21113883784813,0.767519408488912,0.75887409288742,0.752390125226945,113.223842804068,73.1018022206937,688,70.3855750227181
483,3,13,25,125,4.13395802306555,0.509774181095368,1.47046370238877,20.2040890862592,1013.83196706445,634.041118293339,486.615957623646,280.257273951307,3.89811782364058,0.777489726080562,0.763117156021582,0.729052956221425,127.260605226195,65.9822447325596,1177,72.7195157428046
484,4,13,35,125,3.6042241375321,0.408958478872043,1.22787749411245,14.559133485322,979.644262949085,615.048489060866,497.901433138397,275.681982102943,4.1181978269542,0.810024053651317,0.746642246761338,0.730581799856414,114.976720993457,64.7150354441978,1608,68.781763218575
485,5,13,45,125,2.8161037342123,0.303360724391148,0.821569154061756,10.3616025965134,1025.91752188879,576.686439269355,482.060637440824,272.903169968681,4.13367864585798,0.808604914858628,0.725895050013208,0.721415194547266,116.625053149632,66.8182348528339,137,71.5188149470909
486,6,13,55,125,1.22374453621787,0.174245501480853,0.457901427383366,3.56581091979657,1007.36181836563,644.041183036294,501.739123120638,282.437535025773,4.14956323395408,0.765893116901972,0.737498397450982,0.716907503294621,117.858624672293,71.0963966131663,39,70.5518950786117
487,7,13,65,125,0.93604268607343,0.127564559917032,0.439223482510344,5.05368697991541,1020.430474505,614.514983576915,500.486403259332,282.360877271428,3.81930956215024,0.796529073647214,0.728701155998023,0.753440917406762,127.259069385309,67.288538351471,30,70.3524824216755
488,8,13,75,125,1.26133957934474,0.0972874119063976,0.328262546449485,2.31744848682875,1100.95156913801,624.628357509912,506.918588181032,294.640899682003,4.51363437302085,0.73505828179411,0.727597642303633,0.716703150645777,132.317610589272,81.5555373959211,30,69.9815285193916
489,9,13,85,125,1.64247158765363,0.182143999293201,0.685420407945468,5.15070406334398,970.149539003577,611.663332683216,472.943401653576,275.213478343991,3.80545053692388,0.82214495909039,0.780987126408102,0.708245000942086,113.187713807022,67.8287556377574,106,72.9364240349759
490,10,13,95,125,1.40282801116695,0.154338312355297,0.415488585504519,3.37760916710121,1032.88707087282,610.034464788697,489.722358514232,272.396079336831,4.11125718441444,0.787405156907171,0.76480236939527,0.734445544555134,104.020620232018,65.3170755468784,23,73.1044555749847
491,11,13,105,125,1.54127094134483,0.232827781798531,0.721658089020967,6.2310916683436,994.946467083614,624.014638565862,480.24922357211,267.282873260398,3.62758838259598,0.842379023313424,0.753112222625105,0.764525767209141,107.505607862181,51.0824046010929,69,73.9358028895783
492,12,13,115,125,2.02709657496278,0.207135608351942,0.656091995155853,7.56603668319767,938.994675952106,587.448030220748,465.884448499003,278.894864312215,3.64911330779579,0.80379797323318,0.780450253992844,0.756690239402608,102.812118872642,59.368277451665,136,73.6590603139759
493,13,13,125,125,2.05261039354876,0.244192052599318,0.630953953631107,7.86389623231733,983.318428442432,592.098113908641,468.571359235539,279.242869911155,3.61051770472247,0.855189300476844,0.784818972270766,0.759986341511002,96.6513081006416,62.5628496783781,181,73.5466399102868
494,14,13,135,125,2.47439566538549,0.298176118581453,0.898939253420566,9.6171896647555,972.659578963133,591.668289258771,475.08978292247,274.45236255776,3.6938016952093,0.820319828992054,0.791266991675095,0.705510566089224,101.027213084783,63.859946674247,135,75.2964329109382
495,15,13,145,125,1.27914350757926,0.166564367740935,0.551126890796008,4.7997208486192,972.401718211791,603.588355037761,498.475995152207,287.231597187346,3.89863642543673,0.793217093704191,0.753322454034298,0.742963125347903,116.204498058124,74.0582103637371,31,69.8148279461914
496,16,13,155,125,2.1001318093497,0.237867197412389,0.811195427052855,9.12148444685878,982.072901407706,648.336372140933,473.041727115795,276.814176983237,3.71771593274329,0.837908936512658,0.749893296574638,0.751374511980078,110.834086999124,58.4481273579607,191,71.7651885807798
497,17,13,165,125,1.21533841648553,0.152861805073775,0.506031847600799,6.66841128437407,1014.37334448929,599.956119551284,475.523787454938,288.103018480063,3.73173892591774,0.807421935855356,0.781311868073327,0.748445166483979,117.078296814345,66.1922083478609,63,72.9537032542058
498,18,13,175,125,1.50531143254096,0.184487189147243,0.555919203840158,5.99768746113541,1045.60660233512,587.913591544283,488.748629254632,269.815069251035,3.7242123398214,0.80569783774411,0.780265523121572,0.695559039982318,129.384187979583,66.3661313851219,80,71.8165359788636
499,19,13,185,125,0.893822158208407,0.12586702800836,0.424531127623977,3.90131250237179,1048.0523227949,655.838175115377,494.151981984516,284.460447250961,4.40142025392813,0.747286294114426,0.699493884739039,0.695356368287554,120.968194130667,67.6433466273655,50,70.5440088910078
500,20,13,195,125,1.59214729817074,0.123161351980766,0.511545119307654,5.47344920267974,1025.0803969537,630.700557598241,488.708588789301,289.256295932712,4.0816021826397,0.798089027867284,0.710736577976847,0.713573020277048,115.406243542199,72.0633028876336,45,72.5783542303036
501,21,13,205,125,1.44038622770498,0.181514084531922,0.493331151594576,5.22516042102717,1032.79469267779,641.513714732155,502.039863395806,281.514606730099,4.19983417462312,0.757822959544319,0.711372677259124,0.707123136802331,123.220597790795,72.090985405373,62,69.5619309333067
502,22,13,215,125,1.65545942426187,0.236963834196849,0.693192879191233,8.64805365640317,1011.60531357118,623.555851490694,483.52886125694,282.4150931529,3.96147194723127,0.77511428131879,0.722531994338996,0.707151219242985,109.574089912444,65.6179596325408,193,73.5126681471233
503,23,13,225,125,2.46268849763223,0.264468327997112,0.742334110132721,11.2229225198325,1011.31992078763,637.874171448137,479.897842900085,276.440240547275,3.6464909101986,0.804311910568173,0.737246556855687,0.735309120394159,103.817633856792,69.9750609496421,231,72.4979119990106
504,24,13,235,125,2.93435488054481,0.313483849804625,0.96986789836618,12.8257931106375,1020.52690271428,598.528006053773,480.147382188026,283.434339222348,3.97744510528465,0.783840866552355,0.74145005427957,0.720580777010313,118.387828824377,75.2220474836179,579,69.3730001003842
505,25,13,245,125,2.95317997239887,0.343783204400515,0.978669943527615,13.0753593806343,998.335209333335,647.782211440811,478.29787714791,267.899347139682,4.06456572634499,0.76868382801634,0.737870620579123,0.721046685928074,112.515581688301,71.7451304395859,278,69.2711039809737
506,26,13,255,125,3.78117065519133,0.480221956768995,1.34857122374698,19.2961368368172,1030.24380333934,634.847277120644,486.291111316326,291.301595303924,4.06617349045427,0.809095525977486,0.726956390193535,0.754977517369587,109.78890088502,72.3639743989569,1173,71.4970872647508
507,27,13,265,125,4.55405722396419,0.535650378037435,1.50643359747663,20.7660672012026,964.400272913382,597.351248625213,467.827866709869,274.379717449445,3.88028053291017,0.827896518167119,0.73435096496202,0.740468765194673,106.175482602655,56.5907502141161,2144,72.8361570256005
508,28,13,275,125,4.83591233200047,0.602661359632207,1.54184255540929,21.2473590922594,988.440224353785,625.965820435638,501.121379616814,281.12555811384,3.86590507765379,0.81398889216322,0.768094731955788,0.711780224168479,103.095125566483,66.2343427785822,1902,71.1596624563752
509,29,13,285,125,4.81427343506883,0.58098903425136,1.64825468136441,23.0132601469028,976.50682614946,582.907678107076,479.943766521304,271.107424139118,3.40536036443649,0.833587328846462,0.775436503023241,0.763027646298754,104.314471530537,60.169851022893,1182,74.1462406651916
510,30,13,295,125,4.31606342752878,0.510832065400778,1.56546577735222,22.0017503748824,967.376685830191,587.080156522748,483.932855773363,264.552061400878,3.50752079965813,0.814945461959139,0.762271575911736,0.73780723268725,112.265358964698,62.6611669768746,906,74.0031977089173
511,31,13,305,125,4.61360421824014,0.553837015804603,1.6576327841612,22.907031285669,958.67380119685,613.913487855777,459.21730250307,266.271558115736,3.62857857350152,0.83490878952432,0.845408106364102,0.753910016890912,99.8878745594693,61.8365422149327,2461,78.4376249820573
512,32,13,315,125,5.23366093139118,0.565415364497332,1.73760693398598,22.8328554210411,929.093498070868,576.373704364197,473.998796231798,260.58092395247,3.38000751302155,0.838641657566263,0.806406278793336,0.738898467655365,97.2288454787604,66.2549800329129,2099,75.7327752015791
513,33,13,325,125,4.53089736701283,0.542981964117825,1.51973238704243,22.6663961486171,925.888703267625,573.090899887717,442.280118343879,260.25315235296,3.37242863282291,0.84167324582786,0.820637915443323,0.767451980253061,87.0159371535799,59.1668723981162,686,77.9608147051936
514,34,13,335,125,3.6255009905817,0.430960497709528,1.36106766487625,18.2496355225798,980.592977736722,599.905912049838,467.515461131167,262.557269049457,3.67463405364767,0.830933653186114,0.817337235616113,0.751139042255593,91.9353582514255,57.3301327611154,742,75.0668239445645
515,35,13,345,125,3.66870598891872,0.449824463230744,1.38069090231187,18.3005801554188,995.208422325548,603.37570014676,470.704111289805,271.1890000339,3.4652940167066,0.823787584698333,0.775169553113192,0.761650672963576,103.330628828672,58.6196312731042,763,74.9687611557732
516,36,13,355,125,3.4002248706666,0.387945117203341,1.21279321551952,14.3303321839496,1009.7216635696,604.491484206695,460.50597623456,275.04694397532,3.47796750658265,0.826992378551305,0.738574052056259,0.757681114873813,105.269237373748,61.558490151306,1223,70.748390692564
517,37,13,365,125,2.47803275109078,0.321811619273589,0.915923322632743,12.5779717230319,968.252551063681,594.12485071399,502.828944187318,274.556207550038,4.17686079332167,0.797698996197808,0.774798858218685,0.728654056614244,117.644363940807,69.9460601480762,231,72.557342534713
518,38,13,375,125,3.4891315472414,0.387189139448353,1.12546970429338,14.4953583570771,1046.59371297423,589.170517072637,490.225231401101,276.376452980087,3.8669409293954,0.797483947107997,0.735738064386369,0.719140675749066,105.676411480389,67.5678837536142,263,72.0185692025869
519,39,13,385,125,4.14125649746158,0.460631028615677,1.34999154343854,18.2244391476836,914.412609059293,622.092379639136,499.227835812619,269.943609305477,3.65705476479373,0.818720892133236,0.771620101071554,0.735387550428224,107.029989880226,59.6140516058917,913,74.1593437236734
520,40,13,395,125,3.6426719051773,0.421918511220554,1.28312740856937,16.5184739824046,967.016529531027,598.627190501209,479.064636282561,267.248477767669,3.72807787821012,0.833369740543572,0.770042794381634,0.753338346666678,92.9446559386013,64.667982861089,1022,72.9759502327425
521,1,14,5,135,5.11379388708573,0.618795656057164,1.70350573894099,23.2094936064832,1020.670824471,620.154177168481,507.520968860646,280.708518996964,4.21313261836105,0.744004147601505,0.733669785171944,0.69584222355614,119.063529727751,65.9759303262771,1027,71.0818183393705
522,2,14,15,135,4.38995094195842,0.531072425808055,1.52874574145776,22.5224940167912,1020.57918260949,631.83436787582,492.339785714566,287.994419775695,4.44088431269978,0.77991389342416,0.717378682175612,0.716158097600441,116.618102799416,68.8706604400283,1226,72.1766604912637
523,3,14,25,135,3.90047879592041,0.415807878400545,1.28293130248255,16.396949079063,993.50778604599,603.259167381603,501.270402272194,289.420891336507,3.85280608418481,0.788122274162526,0.741753998217741,0.737545798190973,105.258832732821,67.0303025701596,669,72.8483651358667
524,4,14,35,135,3.11666735728906,0.419552017076344,1.18508542832659,14.3288739268968,975.552569696194,630.967508056214,473.28278944775,281.893188537664,3.49276146906233,0.790653780456969,0.7519353523,0.723658777486096,114.621745861323,71.7394577715703,736,70.7981635592095
525,5,14,45,135,1.67868518145145,0.21025823076336,0.68554542221374,7.31042038214355,1012.51354498619,646.77479298791,487.929009043654,290.216183688226,3.91773889942442,0.78984429205767,0.760416222786926,0.758533425632197,114.641857640081,66.1894922823844,163,69.2560171589005
526,6,14,55,135,1.46755845893978,0.199033654938532,0.556344731827235,6.83896274261411,999.827598546589,634.706264817801,506.778687716858,278.284664410526,3.87195847609064,0.793646776696663,0.706430964337993,0.709111467988512,118.109626984354,70.5638717246445,154,71.0889045970778
527,7,14,65,135,0.863369291432911,0.0580975240195323,0.316849080348766,1.2684938074288,1085.97385463283,653.392602863505,566.212207123199,311.637202817083,4.49854879411565,0.70865206756281,0.657474356408176,0.63703423765045,137.218021649744,82.2387326813928,23,64.3122882141882
528,8,14,75,135,0.771343695224421,0.0948337286573229,0.257619786988816,0,1082.18941924824,661.863626320335,513.251249155771,296.781465019006,4.39184608589957,0.708538302770695,0.662802548151939,0.683622403856572,135.713487362501,75.3397095351502,18,66.7664116640776
529,9,14,85,135,0.877968832331186,0.0887188907441264,0.291867391348173,1.83913544450472,1079.55959841156,638.766869502296,505.939303186941,289.752604314649,4.44419568401077,0.746845544943706,0.750160728587449,0.718714196145162,124.685042948476,70.1053290218768,20,67.7036933890492
530,10,14,95,135,1.05055530454807,0.124838063276137,0.370768047577096,1.80096574947362,1027.16260393752,651.415409508036,510.697183555981,281.388336540087,4.05466544842616,0.797389670443681,0.730303767878333,0.684796760061784,125.211791978683,70.1148047493737,40,70.2833149664413
531,11,14,105,135,1.29503868859498,0.139906488989304,0.39114392245641,3.97073653939615,963.8593013768,606.481467343814,486.469042461864,273.267662994724,4.20006488495038,0.77459329493066,0.716062229411024,0.708032312705281,115.892364458302,74.2902689481932,50,74.1912385947837
532,12,14,115,135,1.29842763718392,0.164610892358234,0.495412896776932,4.69727915214226,1030.21508057152,610.337720980166,485.402280543648,283.046614084145,4.09641651548871,0.811351782786891,0.75385701837635,0.730036658703225,113.980658525424,66.8466860435499,53,72.1848938036279
533,13,14,125,135,1.05571623913697,0.137126557770664,0.346339366627564,4.31821357214592,1016.66687123502,638.452654483836,492.873328108287,274.058709557792,4.00197533046164,0.797336761082733,0.718199852710087,0.747783495717616,113.778533422694,70.7678180653396,84,71.8833504638512
534,14,14,135,135,1.73158407799415,0.193305179795688,0.613620439721964,6.96124247958911,963.041455586252,616.342691537452,493.724079168095,278.796571434815,3.5797318277577,0.768649422855971,0.749643975431293,0.73925948695466,116.191452626953,71.5287989890429,80,73.6810664953482
535,15,14,145,135,2.40466724636374,0.269428244836654,0.706513386131001,9.2154089361091,987.022833607852,606.945669278876,482.949170538607,277.787327250878,4.00085427582094,0.824841341951876,0.747279005989741,0.743019513824173,118.097186650567,65.2883128119075,106,75.6514983609506
536,16,14,155,135,2.78942729885965,0.300146618270459,0.924358639778514,12.2821647812987,1023.17226241714,618.664429977765,464.6226460601,272.193556892173,3.93756366697265,0.841190517626931,0.767841573570542,0.749450796392461,107.776096119384,65.3992190831334,458,75.5160186265933
537,17,14,165,135,2.94736676127246,0.349399751648693,1.04443267399707,12.5105333059842,975.054614670561,585.960807929395,487.285823138169,270.339620352947,3.97512718872315,0.824365463192531,0.757654854199469,0.761200189017604,95.288538568019,57.8721954526249,275,73.1413673722205
538,18,14,175,135,3.40915851989028,0.395263867307163,1.26141910820991,17.3801651683973,1001.99726053003,580.369798427826,474.159824138175,264.426965277886,3.79455057906613,0.82431440810499,0.785502779424758,0.762145597282819,103.444689177973,62.3858743330797,372,74.0205654243138
539,19,14,185,135,3.33694969185673,0.398172154021265,1.18783293331005,16.2845506391645,1014.10461659881,586.549478649022,474.304677920322,271.909299928008,3.62598010483873,0.81433466682355,0.745046162419181,0.753248388093813,98.5891691644116,59.175195825599,705,72.0250064391897
540,20,14,195,135,3.92724009721374,0.459159130710913,1.35262243759971,18.6804157527545,983.540632414095,615.591797809646,473.329671920747,286.642248012867,3.78639738234226,0.814798406234187,0.722313401523103,0.730727681097694,102.491117493974,67.4891334278314,736,74.1825693731698
541,21,14,205,135,3.7166535287885,0.44897016284738,1.34074099879124,17.3268947208394,1034.58020420126,605.168561995977,487.532662454501,281.705433052859,4.06080237251332,0.811791033744325,0.765127690818454,0.689536027011629,103.620266250495,74.8163735322321,1219,71.0944672091888
542,22,14,215,135,3.3565143539037,0.418402756368117,1.17353464315114,16.8134158478237,1025.00427491337,618.827897520422,491.14162829525,276.993341559562,4.04068346189986,0.796098240817801,0.716928384441056,0.703104901921253,110.213425311269,69.7877805467344,514,71.4553609418563
543,23,14,225,135,3.81959639806533,0.479733931501987,1.24275986378261,17.9365279999437,1014.78736103228,606.542227854223,505.518414759214,275.584004406623,3.96238527064247,0.786309867598931,0.752164153436533,0.714305913358456,114.814276635975,68.2968473201013,794,69.1921358061856
544,24,14,235,135,3.7866377391129,0.444540833499543,1.26825368500127,16.5242731462618,1010.9113835116,624.97506462105,492.471886710364,281.729053618749,3.8824731870885,0.800995088330815,0.732681113758487,0.694956992966705,118.907136466285,80.2328949549682,351,70.9755361908377
545,25,14,245,135,3.80690589928762,0.428532597952322,1.34546545475515,19.032405439469,1049.03928295007,622.627398480264,490.171948581088,274.501214637409,4.12415161977124,0.78195095715241,0.779589618667559,0.736395579340585,122.578292923855,64.3627572911543,1206,71.7302985943687
546,26,14,255,135,4.98638026894466,0.583887105213513,1.5454802625085,23.3988248855556,1014.14738289089,617.679159188106,504.989035283179,292.316857410311,4.0666207006566,0.761713896772245,0.742286721009055,0.708759872672232,121.100786737869,66.8274862785442,2676,70.6696426489172
547,27,14,265,135,4.65507632910881,0.514997160352263,1.57402958105328,19.3623192927676,1032.60034758018,632.982829319072,494.044859060432,275.628989088343,3.6728698429119,0.793168568441094,0.72009320028849,0.724258341399085,107.194998869124,63.0890235400519,1766,71.8380817631523
548,28,14,275,135,4.92900815731964,0.59158823447235,1.77321552070995,24.2398479802012,1007.6405429421,602.180244065188,516.36670640107,275.573958427963,4.11628872853308,0.80875196596775,0.727827666556188,0.717267079848907,118.33902296338,76.0559035619283,2280,70.8899557152516
549,29,14,285,135,4.97554222156233,0.574445039282354,1.55926083751937,22.5344521598045,962.860223699725,615.585332416807,491.67215547665,270.690317422598,4.07011331856755,0.823866542294793,0.745563732430311,0.724660302943564,105.662090065154,67.1288451120435,1080,74.128538643468
550,30,14,295,135,5.14288390818916,0.618495138091286,1.73055289520051,24.468537252722,1007.79903822408,623.728378892404,473.323686157575,283.73998822672,3.8475763532891,0.826348683435329,0.727575569845034,0.781543993483778,107.644672814407,65.0697092251125,1413,71.9048827321494
551,31,14,305,135,4.62693573087317,0.576154206518035,1.62285959418016,23.8910489048862,957.70053788322,580.008718832737,458.533948801451,251.200396942459,3.62817021371162,0.861692146921406,0.770465361539705,0.76559085551259,92.920739201108,56.8423747099206,1534,78.8852749293394
552,32,14,315,135,4.36780299208029,0.519472403338833,1.59401462618496,22.4632928216762,968.115750789481,594.484360967185,461.104240613564,261.048854294307,3.40484134981456,0.856148816601532,0.776099589103983,0.776626310971544,101.561542416914,55.2005231736214,2740,77.1174181941398
553,33,14,325,135,3.83255642623214,0.433200760700013,1.24835588115347,16.2282771218837,944.903165607311,608.009680570828,469.163962470176,255.326066411645,3.47208890850149,0.861380350207044,0.795854263635112,0.783262592804095,110.107109091802,55.8436667318839,1349,77.595071780648
554,34,14,335,135,2.76275768751668,0.366996045381487,1.03075953223788,13.2956663700909,992.886136549007,613.785308848716,463.692104940655,273.227296375114,3.29638979956714,0.855873017707404,0.788416979011022,0.802047862574015,104.457260179981,58.3563031832185,345,77.5478765909597
